      1      1   2435    2.4968      129  61   5 124   0  61      0.0000
  2212    0.000    0.000     31.1859  0.940     3.14     3.81     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     6.14     0.53     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     5.37    -1.74     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     4.21     3.63     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     3.95    -2.51     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     3.78    -5.41     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     4.88     0.95     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.86    -2.19     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     5.49     1.78     0.20     0.20
  2212    0.000    0.000    -31.1859  0.940    -5.49     3.53    -0.20     0.20
  2112    0.000    0.000     31.1859  0.940     1.42     1.89     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.86    -5.29     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     4.21     3.01     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     5.07    -2.81     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     3.70    -4.82     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     2.32    -3.82     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     3.72     3.74     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     3.11    -4.53     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     7.49    -1.12     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     7.26     1.81     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     6.74     0.12     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     7.50    -3.34     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     5.47    -2.47     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     0.17     1.96     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     6.38     0.03     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     5.14     2.87     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     5.21    -2.43     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     4.97    -5.03     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     1.71    -4.25     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     2.14    -2.72     0.20     0.20
  2112    0.000    0.000     31.1859  0.940    -0.24    -7.35     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     2.41    -6.31     0.20     0.20
  2112    0.000    0.000     31.1859  0.940    -4.74    -3.21     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.90     1.55     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     4.05    -5.45     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     5.68     1.32     0.20     0.20
  2112    0.000    0.000    -31.1859  0.940    -5.30     1.02    -0.20     0.20
  2212    0.000    0.000     31.1859  0.940     0.29    -4.72     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     0.13    -6.79     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     6.51     1.08     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     1.36    -5.46     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     2.33    -4.65     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     5.57     3.66     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     4.22    -4.63     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     0.38    -6.01     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     6.42    -2.51     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     0.90     2.23     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.66     3.68     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.88     2.37     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.45     1.23     0.20     0.20
  2212    0.000    0.000    -31.1859  0.940    -3.05     3.37    -0.20     0.20
  2212    0.000    0.000     31.1859  0.940     5.77     2.94     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     7.23    -0.04     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     5.92    -1.08     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.76     1.63     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     4.38    -5.99     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     1.35     2.28     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.55     3.31     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     4.72     2.08     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     3.76     3.67     0.20     0.20
  2212    0.000    0.000     31.1859  0.940    -2.06     5.29     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     7.21     1.03     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     3.09     6.94     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     5.68    -1.90     0.20     0.20
  2212    0.000    0.000     31.1859  0.940    -5.00    -0.23     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     1.59     2.13     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.59     1.38     0.20     0.20
  2112    0.000    0.000     31.1859  0.940     4.95    -0.95     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     1.59     6.58     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     7.46    -0.36     0.20     0.20
  2212    0.000    0.000     31.1859  0.940     5.53     0.99     0.20     0.20
    22   -0.479    0.080      0.0812  0.000    -3.09     0.06     0.13     0.80
    22    0.040    0.050     -0.0163  0.000     0.09     2.25    -0.20     0.80
    22    0.013   -0.211     -0.0659  0.000     0.59     3.02    -0.24     0.80
    22   -0.012   -0.194      0.0657  0.000     4.36    -4.58     0.26     0.80
    22   -0.551   -0.033      0.1935  0.000    -0.97    -2.12     0.26     0.80
    22    0.367   -0.028     -0.1383  0.000     0.53    -2.13    -0.28     0.80
    22   -0.182   -0.113     -0.0967  0.000     2.53     0.29    -0.33     0.80
    22    0.017   -0.218     -0.1230  0.000    -0.90    -5.06    -0.49     1.00
    22    0.184   -0.067     -0.1179  0.000    -1.04     1.51    -0.52     1.00
    22    0.150    0.224      0.1861  0.000    -0.02     2.62     0.57     1.00
    22    0.081   -0.012     -0.0634  0.000     3.29     0.50    -0.61     1.00
   111   -0.311   -0.688      0.2487  0.135     3.81    -5.45    -0.00     2.60
  -211    0.830   -0.629     -2.4095  0.140     2.20    -7.08    -9.15    10.80
   211    0.063    0.394     -0.0153  0.140     3.68     3.66    -0.45     2.20
   111    0.340    0.156     -0.1116  0.135     5.70    -0.36    -2.25     4.20
  -211   -0.613   -0.071      2.2848  0.140    -4.60    -3.70     4.24     4.60
  -211    0.300    0.563      0.3205  0.140     1.16     5.82     2.74     4.80
   111   -0.043    0.018     -1.0366  0.135    -3.66    -0.16   -19.55    20.40
    22   -0.289    0.273     -0.5916  0.000    -3.72     2.18    -1.16     1.40
   111    0.311   -0.653     -0.1664  0.135     1.07    -5.98     0.26     3.60
   211    0.154    0.218     -0.4044  0.140     2.99     3.06    -0.66     3.60
   211    0.295   -0.357      0.1352  0.140     7.96    -4.46     2.07     6.80
   111   -0.476    0.463      0.9788  0.135    -0.87     4.65     0.97     1.60
   211   -0.252   -0.366      0.3769  0.140    -7.87    -2.70     4.38     9.00
   111   -0.508   -0.428     -1.4417  0.135    -5.46    -3.36   -10.00    11.80
    22   -0.034    0.039      0.0910  0.000     1.86    -2.99     1.39     1.60
  -211   -0.008    0.286     -0.1893  0.140    -1.14     5.08    -0.56     1.60
    22    0.158    0.266      0.4474  0.000 0.14E+06 0.58E+05 0.25E+06 0.43E+06
    22   -0.200   -0.512     -0.9961  0.000    -0.68    -2.39    -1.40     1.60
   111    0.215    0.148      1.9225  0.135     8.86    -8.28    73.56    74.28
   211   -0.343    0.318      0.7885  0.140    -3.32     5.91    16.80    22.40
    22   -0.097   -0.056      0.2193  0.000     0.63     1.74     1.43     1.60
   111    0.710   -0.359     -0.0537  0.135     7.41    -2.98    -0.02     9.60
    22   -0.255    0.119      0.5747  0.000     0.26    -2.04     1.44     1.60
   211    0.462    0.029      0.1616  0.140     2.77    -4.40     2.22     4.40
   111   -1.093   -0.398     -0.5671  0.135   -10.87    -0.05    -3.18     8.60
   211    0.080   -0.075     -0.4103  0.140 0.52E+04 0.81E+03 -.22E+05 0.23E+05
   211    0.671    0.865      2.6270  0.140     4.22     1.51     2.84     3.40
   111    0.080   -0.604      1.2678  0.135    -0.93    -5.88     1.75     2.20
   111   -0.008    0.098      0.0540  0.135     5.27    -3.78     1.15     6.60
  -211   -0.321    0.379      0.0603  0.140    -4.88     4.38     0.14     1.80
   211    0.226   -0.082      0.1780  0.140     6.95    -1.63     0.84     1.80
  -211   -0.411    0.245     -0.0847  0.140    -8.48     6.37    -0.54    11.60
   111   -0.176    0.103     -0.1383  0.135    -0.52     1.81   -14.78    18.20
   111    0.414   -0.385      0.3469  0.135     6.68    -2.39     0.36     6.20
   111    0.371    0.123     -1.1663  0.135 0.52E+04 0.81E+03 -.22E+05 0.23E+05
   111   -0.316    0.686      1.3352  0.135    -1.17     7.43     8.16     9.40
  -211    0.369   -0.216     -0.2407  0.140     3.79     3.39    -0.54     2.20
   111    0.275    0.426      0.0184  0.135     2.15    -1.72     1.07     4.20
   111   -0.196    0.030      0.3564  0.135    -4.68     6.02    17.06    18.60
   211   -0.187    0.120      0.0229  0.140    -2.76     6.07     2.87    11.40
    22   -0.024   -0.097     -0.2290  0.000    -4.43     0.03    -1.65     1.80
  -211    0.193    0.116      0.2030  0.140     1.15     6.85     2.54    12.20
  -211    0.281   -0.003      0.0294  0.140     9.01    -4.18     0.63     5.00
   111   -0.631   -0.131      0.1058  0.135    -6.88    -2.18    -0.36     3.20
   211   -0.721   -0.395      1.3656  0.140    -7.63    -4.67     9.93    12.40
   211    0.494   -0.145     -0.2686  0.140    -0.08    -5.14    -0.57     2.00
   111    0.408    0.066     -0.4185  0.135     6.77     0.74    -0.88     2.60
   111    0.055   -0.021      0.2231  0.135     2.05    -2.77     0.45    11.80
   211   -0.561    0.034     -0.0302  0.140    -5.47    -0.11    -0.40     2.00
   321    0.145   -0.334     -0.3520  0.498    -1.49    -4.01    -0.94     2.00
   211    0.005   -0.091     -0.2835  0.140     3.89    -5.33    -0.24     2.60
   111   -0.152    0.155     -0.1049  0.135     1.42     8.21   -26.34    31.05
  -211    0.066   -0.205      0.1166  0.140     4.06    -7.17     5.03     7.20
   111    0.019   -0.141     -0.0329  0.135     0.03    -1.04    -3.09     4.20
   111   -0.830    0.205      4.3411  0.135    -5.77     1.60    11.52    11.80
   111   -0.197    0.380     -0.1024  0.135    -0.62     2.35     2.00     6.20
  -211    0.222   -0.024      0.5160  0.140     4.58     4.18    22.65    26.60
   111   -0.891   -0.722     -0.0281  0.135    -6.36     1.89    -0.47     3.20
   111   -0.386    0.197     -0.0918  0.135    -8.38     3.98    -0.45     8.00
  -211    0.748    0.349     -0.5324  0.140     5.68    -2.49    -1.19     2.40
   111    0.182   -0.614      7.4598  0.135     1.31    -1.55     3.99     4.20
   321    0.126    1.078     -0.1598  0.498     3.85     2.28    -0.26     2.00
   211    0.062    0.015     -0.0141  0.140     0.93     9.46     9.48    14.40
   111   -0.101    0.516     -0.0335  0.135    -5.30    10.05     0.61     9.20
  -211    0.336    0.026      0.1740  0.140     1.04     0.08     4.64     9.00
   111   -0.084   -0.099      0.2109  0.135     2.03    -4.27     2.11     3.60
   211    0.191    0.646      0.1656  0.140     4.67     9.49     2.72    13.80
   111   -0.240    0.011      0.4632  0.135 -.34E+06 -.75E+05 0.55E+06 0.67E+06
  -211   -0.030    0.304     -0.0331  0.140    -5.95     5.04    -0.48     7.20
   111    0.237   -0.093      1.9354  0.135     3.87     0.00     7.31     8.00
   111    0.135   -0.442      0.3972  0.135    -0.07    -4.73     2.58     4.80
   211   -0.131    0.099      0.5672  0.140    -4.77     3.56     1.56     2.20
  -211    0.533   -0.197      0.7426  0.140     4.79     1.64     2.29     3.80
   111    0.310    0.146      0.1634  0.135     0.46     1.58     2.86     6.80
  -211    1.659   -0.701     -3.9958  0.140     4.89    -7.53   -15.01    16.60
   211    0.041    0.512     -0.8236  0.140    -1.84     5.48    -2.81     4.80
   211   -0.116   -0.116      0.2766  0.140    -0.36    -6.03     1.61     3.20
   211    0.642   -0.061      0.2520  0.140    12.38     3.78     4.73    14.20
   111   -0.778   -0.197      1.1642  0.135 -.34E+06 -.75E+05 0.55E+06 0.67E+06
    22    0.168   -0.038     -0.3726  0.000 0.11E+07 -.37E+06 -.54E+06 0.16E+07
   111    0.292   -0.435     -0.5301  0.135     0.37    -7.23    -8.12     9.80
   211   -0.087   -0.008      0.3038  0.140    -4.44    -4.24     4.65     8.20
   211    0.525   -0.032      0.3873  0.140 0.19E+06 0.27E+05 0.17E+06 0.30E+06
   111    0.228    0.214      3.4030  0.135     5.23    -3.85    11.02    11.20
  -211   -0.503   -0.265      0.1874  0.140    -7.34     3.54     1.08     8.40
   111    0.093    0.054      0.1521  0.135 0.19E+06 0.27E+05 0.17E+06 0.30E+06
  -211    0.601    0.067      0.3323  0.140     3.45    -0.92     1.95     4.80
   211   -0.471   -0.646     -1.1343  0.140    -8.27    -5.52   -23.73    28.20
  -211   -0.119    0.041     -0.0415  0.140    -3.64     0.76     2.02    11.60
  -211   -0.012   -0.297      0.1797  0.140    -4.53    -6.62     6.79    13.00
   111    0.048    0.178      0.0439  0.135 0.58E+05 0.43E+06 0.50E+06 0.74E+06
  -211    0.445    0.023     -0.8437  0.140     4.81    -0.46    -5.82     6.40
   111    0.010    0.150      0.2787  0.135 0.58E+05 0.43E+06 0.50E+06 0.74E+06
   111   -0.126    0.283      1.0187  0.135    -1.54     5.56     3.85     4.60
   111    0.015   -0.196      0.1358  0.135     0.05     2.74     2.80     8.20
   111    0.548    0.449      1.0892  0.135     6.29    -0.52     2.52     3.00
   111   -0.068   -0.448     -0.0357  0.135    -4.13    -3.46     1.28     7.40
    22   -0.235   -0.032      0.7757  0.000    -6.43    -0.23     2.30     2.40
   211   -0.277    0.076      0.8673  0.140    -4.42    -1.94     4.51     5.60
   211    0.385    0.862     -0.0984  0.140     6.72     0.90    -0.76     2.60
  -211   -0.151    0.107      0.0730  0.140    -3.19     1.85     3.37    21.00
    22    0.317   -0.392      1.6602  0.000     6.28    -1.78     2.49     2.60
   111    0.549    0.038     -0.3300  0.135 0.37E+05 -.52E+03 -.14E+05 0.45E+05
  -211    0.631   -0.204      0.3358  0.140     5.52    -2.13     0.55     4.00
   111    0.819    0.022      1.0082  0.135     6.54    -1.57     4.42     7.00
  -211    1.371   -0.913      0.8993  0.140     2.46    -4.65     1.80     3.80
   111    0.756    0.393     -0.0691  0.135     6.98     4.87    -0.35     6.80
   111   -0.305    0.299      0.9740  0.135     0.25     4.33    17.70    18.80
   211   -0.344    0.968     -0.2473  0.140    -0.59     7.08     0.00     3.20
   111    0.273    0.175     -0.7181  0.135     2.95     2.64    -7.72    10.00
  -211    0.082   -0.017     -0.0693  0.140     8.01     0.99    16.69    21.00
   111    0.328   -0.011      0.0074  0.135 0.37E+05 -.52E+03 -.14E+05 0.45E+05
  -211   -0.405    0.443      0.3711  0.140    -1.36     5.85     2.56     5.40
   211    0.929   -0.395     -0.0315  0.140     7.73    -0.08    -4.17     9.40
   211    0.157    0.112     -0.1433  0.140   -44.20    34.68   -52.86    89.15
   111   -0.235   -0.079     -0.0292  0.135    -7.94     2.46    -4.22     7.40
  -211    0.194    0.195     -0.2763  0.140     7.90     2.22    -0.93     8.80
   111   -0.313   -0.506     -0.5198  0.135    -7.52    -1.67    -5.52     7.60
  -211   -0.981   -0.259      0.1228  0.140    -3.84    -3.25     0.97     2.80
   211    0.332   -0.391      0.3001  0.140     4.22    -1.53     0.76     2.80
   111    0.523   -0.579      0.0518  0.135     4.29    -8.82     0.32     8.20
   111    0.003    0.090     -0.4028  0.135     7.66    -3.72   -12.48    21.00
   111    0.330   -0.038     -0.1257  0.135     1.03     2.81   -10.58    21.60
  -211   -0.133    0.342     -0.0434  0.140    -1.29     1.70    -2.09     6.60
  -211   -0.059    0.089      0.2370  0.140    -6.47    10.52    29.43    33.45
   111   -0.242    0.212     -0.1758  0.135    -4.16     6.00    -1.26     2.80
   111    0.275   -0.400      0.4977  0.135     2.86    -7.38    12.50    14.80
   111   -0.063   -0.022     -0.0550  0.135    -0.87     4.34     3.60     7.40
  -211   -0.180   -0.539     -0.7135  0.140    -4.65    -3.41    -1.98     2.80
   111   -0.068   -0.283     -0.3317  0.135    -0.62    -5.47    -1.66     2.80
   211   -0.502   -0.080      0.1844  0.140    -6.41     4.42    -1.43     9.80
   111   -0.360    0.308      0.4106  0.135 -.91E+06 0.69E+06 0.11E+07 0.17E+07
   111    0.372    0.400      2.2526  0.135     4.95     1.81     5.82     6.80
  -321   -0.213    0.338     -0.2160  0.494    -2.36    -0.99    -0.71     2.80
   111   -0.043   -0.003      0.0905  0.135 -.91E+06 0.69E+06 0.11E+07 0.17E+07
  -211   -0.035   -0.250      0.5111  0.140    -2.90    -6.55     6.63     8.00
   111    0.543   -1.117     -2.5392  0.135     3.90    -4.86    -9.89    11.00
   211   -0.000   -0.284     -0.1972  0.140    -2.65    -6.51    -0.26     6.00
   111   -0.184    0.646      0.7482  0.135    -3.36     8.31     9.59    13.40
  -211    0.378   -0.192      1.0324  0.140     6.27    -0.62     2.53     3.00
  -211   -0.001    0.059      0.0714  0.140    -5.63    -4.70     4.97     9.40
  -211   -0.742   -0.259      0.3006  0.140    -6.17     2.29     0.35     3.40
   111   -0.047    1.535      1.7087  0.135    -1.31     6.62     5.04     6.20
    22    0.162    0.170     -0.1499  0.000 0.42E+05 -.30E+05 -.72E+05 0.11E+06
   211   -0.460   -0.168      0.2601  0.140 -.98E+06 -.29E+06 0.64E+06 0.13E+07
   211   -0.953   -0.380      0.1151  0.140    -6.67     0.07     1.02     3.40
   211   -0.577   -0.544     -0.1301  0.140    -3.92    -5.48    -0.36     3.00
  -211    0.429    0.221     -2.3789  0.140     1.66     4.41    -7.14     7.40
  -211    0.285    0.040     -0.2027  0.140    -1.25     2.49    -0.51     4.40
   111   -0.434   -0.177      0.4509  0.135 -.98E+06 -.29E+06 0.64E+06 0.13E+07
   211   -0.036   -0.260     -0.4233  0.140     2.32    -1.02    -7.55    10.20
   111   -0.280   -0.318      1.6175  0.135     3.67    -5.37     6.03     6.40
   211   -0.246    0.022     -0.2665  0.140    -6.81    -2.13    -0.53     3.20
   111   -0.166   -0.154      0.2260  0.135     0.89    -3.82     7.43     9.80
    22    0.294    0.228     -0.2660  0.000 0.89E+04 0.40E+05 -.81E+05 0.11E+06
   111    0.324   -0.268      0.2198  0.135     5.64    -1.81     1.55     5.00
   111   -0.842    0.955     -1.2074  0.135    -5.69     5.22    -4.40     7.20
   111    0.418    0.143      0.1115  0.135     1.37     3.63     1.66     5.60
   211   -0.084   -0.170      0.0601  0.140    -2.84     4.25     2.85     6.60
  -211   -0.117   -0.079      0.0521  0.140    -3.52   -10.89     0.71    19.00
   111   -0.034    0.209     -0.1257  0.135    -3.56    -0.22    -0.94     4.60
  -211    0.051   -0.395     -0.1485  0.140    -0.61    -6.47    -1.44     4.20
   111    0.149    0.004      0.0794  0.135     0.55    -3.15     1.29     3.20
  -211    0.502    0.010      0.7924  0.140     4.28     1.45     2.83     3.40
  -211   -0.114   -0.269      0.4023  0.140     1.10    -7.75     6.84     9.80
   111   -0.085    0.022      0.4991  0.135    -2.87     2.12     3.77     5.40
   111   -0.100   -0.400      0.0727  0.135    -5.67    -4.96     4.91     9.40
