Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[20]     4.6    0.25    0.00     150         hbtout_ [20]
                0.00    0.00    2187/5073        invflv_ [109]
-----------------------------------------------
                0.24    0.00 1545812/1545812     relcol_ [4]
[21]     4.4    0.24    0.00 1545812         cms_ [21]
-----------------------------------------------
                0.16    0.00   23884/23884       zpcrun_ [7]
[22]     2.9    0.16    0.00   23884         getict_ [22]
-----------------------------------------------
                0.00    0.15    3795/3795        ud2_ [12]
[23]     2.8    0.00    0.15    3795         reor_ [23]
                0.00    0.15    3795/3795        chin1_ [25]
                0.00    0.00    3795/38296       wallc_ [44]
                0.00    0.00    3795/38296       fixtim_ [81]
-----------------------------------------------
                0.01    0.14  100537/100537      chin1_ [25]
[24]     2.7    0.01    0.14  100537         chcell_ [24]
                0.00    0.14 1904169/1904169     mintm_ [26]
-----------------------------------------------
                0.00    0.15    3795/3795        reor_ [23]
[25]     2.7    0.00    0.15    3795         chin1_ [25]
                0.01    0.14  100537/100537      chcell_ [24]
-----------------------------------------------
                0.00    0.14 1904169/1904169     chcell_ [24]
[26]     2.5    0.00    0.14 1904169         mintm_ [26]
                0.02    0.12 1904169/13541874     isco_ [13]
-----------------------------------------------
                0.11    0.00 1545812/1545812     relcol_ [4]
[27]     2.0    0.11    0.00 1545812         distc0_ [27]
-----------------------------------------------
                0.00    0.07   23883/23883       zpcmn_ [6]
[28]     1.3    0.00    0.07   23883         zpca1_ [28]
                0.07    0.00    4200/4200        flowp_ [29]
                0.00    0.00    8400/8400        zpca1a_ [103]
-----------------------------------------------
                0.07    0.00    4200/4200        zpca1_ [28]
[29]     1.3    0.07    0.00    4200         flowp_ [29]
-----------------------------------------------
                0.01    0.06       4/4           vegas_ [31]
[30]     1.3    0.01    0.06       4         vegas1_ [30]
                0.00    0.06   21266/21266       fjet_ [36]
                0.00    0.00   21266/21266       aran9_ [87]
-----------------------------------------------
                0.00    0.07       4/4           crsjet_ [32]
[31]     1.3    0.00    0.07       4         vegas_ [31]
                0.01    0.06       4/4           vegas1_ [30]
-----------------------------------------------
                0.00    0.07       1/1           hijcrs_ [33]
[32]     1.3    0.00    0.07       1         crsjet_ [32]
                0.00    0.07       4/4           vegas_ [31]
-----------------------------------------------
                0.00    0.07       1/1           hijset_ [34]
[33]     1.3    0.00    0.07       1         hijcrs_ [33]
                0.00    0.07       1/1           crsjet_ [32]
                0.00    0.00      25/1441        gauss1_ [132]
-----------------------------------------------
                0.00    0.07       1/1           MAIN__ [1]
[34]     1.3    0.00    0.07       1         hijset_ [34]
                0.00    0.07       1/1           hijcrs_ [33]
                0.00    0.00      67/67          lugive_ [188]
                0.00    0.00       5/7           hifun_ [226]
                0.00    0.00       2/34249       ulmass_ [82]
                0.00    0.00       2/2           hijwds_ [247]
                0.00    0.00       1/1           title_ [292]
-----------------------------------------------
                0.06    0.00 11674188/11674188     chkcel_ [11]
[35]     1.1    0.06    0.00 11674188         ck_ [35]
-----------------------------------------------
                0.00    0.06   21266/21266       vegas1_ [30]
[36]     1.1    0.00    0.06   21266         fjet_ [36]
                0.02    0.04   21266/21266       g_ [37]
-----------------------------------------------
                0.02    0.04   21266/21266       fjet_ [36]
[37]     1.1    0.02    0.04   21266         g_ [37]
                0.02    0.01   21266/21266       parton_ [38]
                0.01    0.00   42532/42532       subcr3_ [50]
                0.00    0.00   85064/85064       subcr1_ [75]
                0.00    0.00   42532/42532       subcr6_ [79]
                0.00    0.00   21266/21266       subcr2_ [88]
                0.00    0.00   21266/21266       subcr4_ [89]
                0.00    0.00   21266/21266       subcr5_ [90]
                0.00    0.00   21266/21266       subcr7_ [91]
-----------------------------------------------
                0.02    0.01   21266/21266       g_ [37]
[38]     0.5    0.02    0.01   21266         parton_ [38]
                0.01    0.00  127596/127596      gmre_ [49]
-----------------------------------------------
                0.00    0.00     510/7462        pyrand_ [66]
                0.02    0.01    6952/7462        pymaxi_ [42]
[39]     0.5    0.02    0.01    7462         pysigh_ [39]
                0.01    0.00   14922/16888       pystfu_ [53]
                0.00    0.00    7461/9228        ulalps_ [100]
                0.00    0.00    1266/1290        pywidt_ [134]
-----------------------------------------------
                0.00    0.03      42/42          hijing_ [5]
[40]     0.5    0.00    0.03      42         jetini_ [40]
                0.00    0.03       4/4           pyinit_ [41]
-----------------------------------------------
                0.00    0.03       4/4           jetini_ [40]
[41]     0.5    0.00    0.03       4         pyinit_ [41]
                0.00    0.03       4/4           pymaxi_ [42]
                0.00    0.00       4/71          lulist_ [186]
                0.00    0.00       4/4           pyinki_ [240]
                0.00    0.00       4/4           pyinre_ [241]
                0.00    0.00       4/4           pyxtot_ [242]
-----------------------------------------------
                0.00    0.03       4/4           pyinit_ [41]
[42]     0.5    0.00    0.03       4         pymaxi_ [42]
                0.02    0.01    6952/7462        pysigh_ [39]
                0.00    0.00   10384/11914       pykmap_ [97]
                0.00    0.00    6116/8156        pyklim_ [105]
-----------------------------------------------
                0.02    0.00   38296/38296       wallc_ [44]
[43]     0.4    0.02    0.00   38296         wallc1_ [43]
-----------------------------------------------
                0.00    0.00    3795/38296       reor_ [23]
                0.00    0.00    6418/38296       ud2_ [12]
                0.00    0.01   28083/38296       ulist1_ [8]
[44]     0.4    0.00    0.02   38296         wallc_ [44]
                0.02    0.00   38296/38296       wallc1_ [43]
-----------------------------------------------
                0.00    0.02   17003/17003       zpcrun_ [7]
[45]     0.3    0.00    0.02   17003         cellre_ [45]
                0.01    0.00   17003/17003       oldcre_ [52]
                0.01    0.00   17003/19683       newcre_ [51]
                0.00    0.00   17003/17003       dchin1_ [92]
-----------------------------------------------
                0.00    0.01      97/97          hijhrd_ [47]
[46]     0.2    0.00    0.01      97         pythia_ [46]
                0.01    0.00      97/97          pysspa_ [48]
                0.00    0.00      97/97          pyrand_ [66]
                0.00    0.00     388/3090        ulangl_ [117]
                0.00    0.00     291/827         luedit_ [136]
                0.00    0.00      97/97          pyscat_ [181]
                0.00    0.00      97/97          pyremn_ [179]
                0.00    0.00      97/373         lushow_ [148]
                0.00    0.00      97/97          pyresd_ [180]
                0.00    0.00      97/365         luprep_ [149]
                0.00    0.00      97/97          pyfram_ [178]
-----------------------------------------------
                0.00    0.01      42/42          hijing_ [5]
[47]     0.2    0.00    0.01      42         hijhrd_ [47]
                0.00    0.01      97/97          pythia_ [46]
                0.00    0.00      42/123686      ranart_ [73]
                0.00    0.00       1/34249       ulmass_ [82]
-----------------------------------------------
                0.01    0.00      97/97          pythia_ [46]
[48]     0.2    0.01    0.00      97         pysspa_ [48]
                0.00    0.00    1966/16888       pystfu_ [53]
                0.00    0.00   23516/176171      rlu_ [71]
                0.00    0.00     992/2316        ludbrb_ [128]
                0.00    0.00     593/3090        ulangl_ [117]
                0.00    0.00     473/9228        ulalps_ [100]
                0.00    0.00     277/34249       ulmass_ [82]
                0.00    0.00     276/373         lushow_ [148]
-----------------------------------------------
                0.01    0.00  127596/127596      parton_ [38]
[49]     0.2    0.01    0.00  127596         gmre_ [49]
-----------------------------------------------
                0.01    0.00   42532/42532       g_ [37]
[50]     0.2    0.01    0.00   42532         subcr3_ [50]
-----------------------------------------------
                0.00    0.00    2680/19683       celasn_ [67]
                0.01    0.00   17003/19683       cellre_ [45]
[51]     0.2    0.01    0.00   19683         newcre_ [51]
-----------------------------------------------
                0.01    0.00   17003/17003       cellre_ [45]
[52]     0.2    0.01    0.00   17003         oldcre_ [52]
-----------------------------------------------
                0.00    0.00    1966/16888       pysspa_ [48]
                0.01    0.00   14922/16888       pysigh_ [39]
[53]     0.2    0.01    0.00   16888         pystfu_ [53]
                0.00    0.00  101328/101328      pygamm_ [74]
-----------------------------------------------
                0.01    0.00     669/669         relcol_ [4]
[54]     0.2    0.01    0.00     669         xnpi_ [54]
                0.00    0.00     278/2507        width_ [126]
                0.00    0.00     176/192         w1440_ [159]
                0.00    0.00     176/269         w1535_ [152]
-----------------------------------------------
                0.00    0.00       2/133         crpn_ [70]
                0.01    0.00     131/133         reab_ [63]
[55]     0.2    0.01    0.00     133         twopi_ [55]
-----------------------------------------------
                0.01    0.00      98/98          relcol_ [4]
[56]     0.2    0.01    0.00      98         dirct3_ [56]
                0.00    0.00    1666/1666        fd1_ [129]
-----------------------------------------------
                0.01    0.00       1/1           MAIN__ [1]
[57]     0.2    0.01    0.00       1         arini2_ [57]
-----------------------------------------------
                0.01    0.00       1/1           inirun_ [60]
[58]     0.2    0.01    0.00       1         ftime_ [58]
                0.00    0.00       1/2           index1_ [248]
-----------------------------------------------
                0.01    0.00       1/1           hijing_ [5]
[59]     0.2    0.01    0.00       1         hjana2_ [59]
                0.00    0.00       1/1           hjan2a_ [270]
                0.00    0.00       1/1           hjan2b_ [271]
-----------------------------------------------
                0.00    0.01       1/1           zpcmn_ [6]
[60]     0.2    0.00    0.01       1         inirun_ [60]
                0.01    0.00       1/1           ftime_ [58]
                0.00    0.00       1/1           iilist_ [273]
                0.00    0.00       1/1           inirec_ [278]
                0.00    0.00       1/1           inian2_ [275]
-----------------------------------------------
                0.00    0.01       1/1           zpcmn_ [6]
[61]     0.2    0.00    0.01       1         zpca2_ [61]
                0.01    0.00       1/1           zpca2a_ [62]
-----------------------------------------------
                0.01    0.00       1/1           zpca2_ [61]
[62]     0.2    0.01    0.00       1         zpca2a_ [62]
                0.00    0.00    6143/15131       zpca1b_ [96]
-----------------------------------------------
                0.00    0.01     163/163         relcol_ [4]
[63]     0.2    0.00    0.01     163         reab_ [63]
                0.01    0.00     131/133         twopi_ [55]
                0.00    0.00      19/20          threpi_ [215]
                0.00    0.00      13/14          fourpi_ [220]
-----------------------------------------------
                0.00    0.00    4200/4200        scat_ [65]
[64]     0.0    0.00    0.00    4200         newmom_ [64]
                0.00    0.00   21000/2957321     lorenz_ [19]
                0.00    0.00    4200/4200        getht_ [113]
                0.00    0.00    4200/4200        cropro_ [112]
                0.00    0.00    4200/4200        xnormv_ [114]
                0.00    0.00    4200/4200        zprota_ [115]
-----------------------------------------------
                0.00    0.00    4200/4200        zpcrun_ [7]
[65]     0.0    0.00    0.00    4200         scat_ [65]
                0.00    0.00    4200/4200        newmom_ [64]
                0.00    0.00    8400/8400        newpos_ [102]
-----------------------------------------------
                0.00    0.00      97/97          pythia_ [46]
[66]     0.0    0.00    0.00      97         pyrand_ [66]
                0.00    0.00     510/7462        pysigh_ [39]
                0.00    0.00    4687/176171      rlu_ [71]
                0.00    0.00    2040/8156        pyklim_ [105]
                0.00    0.00    1530/11914       pykmap_ [97]
-----------------------------------------------
                0.00    0.00    2680/2680        zpcrun_ [7]
[67]     0.0    0.00    0.00    2680         celasn_ [67]
                0.00    0.00    2680/19683       newcre_ [51]
                0.00    0.00   16080/16080       integ_ [93]
-----------------------------------------------
                0.00    0.00    1457/1457        htop_ [69]
[68]     0.0    0.00    0.00    1457         decomp_ [68]
                0.00    0.00    2914/2957321     lorenz_ [19]
                0.00    0.00    2914/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       1/1           hijing_ [5]
[69]     0.0    0.00    0.00       1         htop_ [69]
                0.00    0.00    1457/1457        decomp_ [68]
                0.00    0.00    2914/34249       ulmass_ [82]
                0.00    0.00    1402/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       1/1           relcol_ [4]
[70]     0.0    0.00    0.00       1         crpn_ [70]
                0.00    0.00       2/133         twopi_ [55]
                0.00    0.00       4/123686      ranart_ [73]
                0.00    0.00       1/20          threpi_ [215]
                0.00    0.00       1/14          fourpi_ [220]
                0.00    0.00       1/1           rmass_ [289]
                0.00    0.00       1/28          ptr_ [204]
                0.00    0.00       1/292         rotate_ [151]
-----------------------------------------------
                0.00    0.00       4/176171      luprep_ [149]
                0.00    0.00      46/176171      pyscat_ [181]
                0.00    0.00     316/176171      pyspli_ [158]
                0.00    0.00    2050/176171      pyremn_ [179]
                0.00    0.00    4687/176171      pyrand_ [66]
                0.00    0.00    5181/176171      ulmass_ [82]
                0.00    0.00    6250/176171      ludecy_ [138]
                0.00    0.00   18019/176171      lustrf_ [172]
                0.00    0.00   19016/176171      luptdi_ [99]
                0.00    0.00   23516/176171      pysspa_ [48]
                0.00    0.00   24079/176171      lushow_ [148]
                0.00    0.00   33106/176171      luzdis_ [104]
                0.00    0.00   39901/176171      lukfdi_ [98]
[71]     0.0    0.00    0.00  176171         rlu_ [71]
-----------------------------------------------
                0.00    0.00  147757/147757      dchin1_ [92]
[72]     0.0    0.00    0.00  147757         dchcel_ [72]
-----------------------------------------------
                0.00    0.00       1/123686      decay2_ [265]
                0.00    0.00       2/123686      crkn_ [260]
                0.00    0.00       2/123686      crkspi_ [261]
                0.00    0.00       2/123686      rpiret_ [290]
                0.00    0.00       3/123686      attrad_ [212]
                0.00    0.00       3/123686      crlan_ [262]
                0.00    0.00       3/123686      crpd_ [263]
                0.00    0.00       4/123686      crpn_ [70]
                0.00    0.00       4/123686      crppba_ [264]
                0.00    0.00       4/123686      pertur_ [198]
                0.00    0.00       6/123686      init_ [249]
                0.00    0.00       7/123686      crkphi_ [192]
                0.00    0.00       7/123686      decay_ [235]
                0.00    0.00       8/123686      dkine2_ [266]
                0.00    0.00      10/123686      rmass_ [289]
                0.00    0.00      11/123686      crnd_ [243]
                0.00    0.00      11/123686      kaonn_ [244]
                0.00    0.00      12/123686      crlaba_ [238]
                0.00    0.00      12/123686      iarflv_ [118]
                0.00    0.00      12/123686      pbarfs_ [283]
                0.00    0.00      16/123686      crphim_ [234]
                0.00    0.00      18/123686      crrd_ [231]
                0.00    0.00      19/123686      crdir_ [216]
                0.00    0.00      22/123686      crkpla_ [141]
                0.00    0.00      22/123686      sbbdm_ [223]
                0.00    0.00      28/123686      ptr_ [204]
                0.00    0.00      30/123686      dkine_ [236]
                0.00    0.00      36/123686      newka_ [116]
                0.00    0.00      42/123686      hijhrd_ [47]
                0.00    0.00      97/123686      hijfrg_ [153]
                0.00    0.00      97/123686      invflv_ [109]
                0.00    0.00     108/123686      crksph_ [143]
                0.00    0.00     152/123686      arorie_ [162]
                0.00    0.00     261/123686      attflv_ [156]
                0.00    0.00     264/123686      hirnd_ [155]
                0.00    0.00     374/123686      resdec_ [139]
                0.00    0.00     628/123686      hijsft_ [160]
                0.00    0.00     672/123686      crpp_ [150]
                0.00    0.00     821/123686      hirnd2_ [137]
                0.00    0.00     890/123686      ptoh_ [16]
                0.00    0.00    1315/123686      hijels_ [203]
                0.00    0.00    1402/123686      htop_ [69]
                0.00    0.00    1654/123686      ar3jet_ [161]
                0.00    0.00    2914/123686      decomp_ [68]
                0.00    0.00    3704/123686      resmass_ [140]
                0.00    0.00   13217/123686      hijing_ [5]
                0.00    0.00   30961/123686      relcol_ [4]
                0.00    0.00   63798/123686      aran9_ [87]
[73]     0.0    0.00    0.00  123686         ranart_ [73]
-----------------------------------------------
                0.00    0.00  101328/101328      pystfu_ [53]
[74]     0.0    0.00    0.00  101328         pygamm_ [74]
-----------------------------------------------
                0.00    0.00   85064/85064       g_ [37]
[75]     0.0    0.00    0.00   85064         subcr1_ [75]
-----------------------------------------------
                0.00    0.00   57792/57792       gauss1_ [132]
[76]     0.0    0.00    0.00   57792         fnkick_ [76]
-----------------------------------------------
                0.00    0.00     108/50859       lugive_ [188]
                0.00    0.00     313/50859       pyremn_ [179]
                0.00    0.00     664/50859       lustrf_ [172]
                0.00    0.00    1402/50859       luedit_ [136]
                0.00    0.00    1570/50859       luexec_ [154]
                0.00    0.00    2463/50859       ludecy_ [138]
                0.00    0.00    3038/50859       luprep_ [149]
                0.00    0.00    7052/50859       luchge_ [106]
                0.00    0.00   34249/50859       ulmass_ [82]
[77]     0.0    0.00    0.00   50859         lucomp_ [77]
-----------------------------------------------
                0.00    0.00   50136/50136       gauss1_ [132]
[78]     0.0    0.00    0.00   50136         fnstrs_ [78]
-----------------------------------------------
                0.00    0.00   42532/42532       g_ [37]
[79]     0.0    0.00    0.00   42532         subcr6_ [79]
-----------------------------------------------
                0.00    0.00   39000/39000       gauss2_ [130]
[80]     0.0    0.00    0.00   39000         bk_ [80]
-----------------------------------------------
                0.00    0.00    3795/38296       reor_ [23]
                0.00    0.00    6418/38296       ud2_ [12]
                0.00    0.00   28083/38296       ulist1_ [8]
[81]     0.0    0.00    0.00   38296         fixtim_ [81]
-----------------------------------------------
                0.00    0.00       1/34249       hijhrd_ [47]
                0.00    0.00       2/34249       hijset_ [34]
                0.00    0.00       8/34249       pyinki_ [240]
                0.00    0.00     210/34249       hijsft_ [160]
                0.00    0.00     277/34249       pysspa_ [48]
                0.00    0.00     388/34249       pyscat_ [181]
                0.00    0.00     507/34249       pyremn_ [179]
                0.00    0.00     522/34249       hijini_ [269]
                0.00    0.00    1356/34249       luprep_ [149]
                0.00    0.00    1704/34249       ludecy_ [138]
                0.00    0.00    2725/34249       ptoh_ [16]
                0.00    0.00    2914/34249       htop_ [69]
                0.00    0.00    3410/34249       lushow_ [148]
                0.00    0.00   20225/34249       lustrf_ [172]
[82]     0.0    0.00    0.00   34249         ulmass_ [82]
                0.00    0.00   34249/50859       lucomp_ [77]
                0.00    0.00    5181/176171      rlu_ [71]
-----------------------------------------------
                0.00    0.00   26448/26448       gauss1_ [132]
[83]     0.0    0.00    0.00   26448         fnstrm_ [83]
-----------------------------------------------
                0.00    0.00   25728/25728       gauss1_ [132]
[84]     0.0    0.00    0.00   25728         fnstru_ [84]
-----------------------------------------------
                0.00    0.00   25540/25540       hijing_ [5]
[85]     0.0    0.00    0.00   25540         romg_ [85]
                0.00    0.00    1001/1625        omg0_ [131]
-----------------------------------------------
                0.00    0.00   23883/23883       zpcrun_ [7]
[86]     0.0    0.00    0.00   23883         traceparton_ [86]
-----------------------------------------------
                0.00    0.00   21266/21266       vegas1_ [30]
[87]     0.0    0.00    0.00   21266         aran9_ [87]
                0.00    0.00   63798/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00   21266/21266       g_ [37]
[88]     0.0    0.00    0.00   21266         subcr2_ [88]
-----------------------------------------------
                0.00    0.00   21266/21266       g_ [37]
[89]     0.0    0.00    0.00   21266         subcr4_ [89]
-----------------------------------------------
                0.00    0.00   21266/21266       g_ [37]
[90]     0.0    0.00    0.00   21266         subcr5_ [90]
-----------------------------------------------
                0.00    0.00   21266/21266       g_ [37]
[91]     0.0    0.00    0.00   21266         subcr7_ [91]
-----------------------------------------------
                0.00    0.00   17003/17003       cellre_ [45]
[92]     0.0    0.00    0.00   17003         dchin1_ [92]
                0.00    0.00  147757/147757      dchcel_ [72]
-----------------------------------------------
                0.00    0.00   16080/16080       celasn_ [67]
[93]     0.0    0.00    0.00   16080         integ_ [93]
-----------------------------------------------
                0.00    0.00   15456/15456       gauss1_ [132]
[94]     0.0    0.00    0.00   15456         rwdsax_ [94]
                0.00    0.00   15456/15456       wdsax_ [95]
-----------------------------------------------
                0.00    0.00   15456/15456       rwdsax_ [94]
[95]     0.0    0.00    0.00   15456         wdsax_ [95]
-----------------------------------------------
                0.00    0.00    6143/15131       zpca2a_ [62]
                0.00    0.00    8988/15131       zpca1a_ [103]
[96]     0.0    0.00    0.00   15131         zpca1b_ [96]
-----------------------------------------------
                0.00    0.00    1530/11914       pyrand_ [66]
                0.00    0.00   10384/11914       pymaxi_ [42]
[97]     0.0    0.00    0.00   11914         pykmap_ [97]
-----------------------------------------------
                0.00    0.00       6/9561        luprep_ [149]
                0.00    0.00      18/9561        pyspli_ [158]
                0.00    0.00    9537/9561        lustrf_ [172]
[98]     0.0    0.00    0.00    9561         lukfdi_ [98]
                0.00    0.00   39901/176171      rlu_ [71]
-----------------------------------------------
                0.00    0.00     119/9508        pyremn_ [179]
                0.00    0.00    9389/9508        lustrf_ [172]
[99]     0.0    0.00    0.00    9508         luptdi_ [99]
                0.00    0.00   19016/176171      rlu_ [71]
-----------------------------------------------
                0.00    0.00       4/9228        pyinre_ [241]
                0.00    0.00     473/9228        pysspa_ [48]
                0.00    0.00    1290/9228        pywidt_ [134]
                0.00    0.00    7461/9228        pysigh_ [39]
[100]    0.0    0.00    0.00    9228         ulalps_ [100]
-----------------------------------------------
                0.00    0.00    8402/8402        zpcrun_ [7]
[101]    0.0    0.00    0.00    8402         savrec_ [101]
-----------------------------------------------
                0.00    0.00    8400/8400        scat_ [65]
[102]    0.0    0.00    0.00    8400         newpos_ [102]
-----------------------------------------------
                0.00    0.00    8400/8400        zpca1_ [28]
[103]    0.0    0.00    0.00    8400         zpca1a_ [103]
                0.00    0.00    8988/15131       zpca1b_ [96]
-----------------------------------------------
                0.00    0.00    8294/8294        lustrf_ [172]
[104]    0.0    0.00    0.00    8294         luzdis_ [104]
                0.00    0.00   33106/176171      rlu_ [71]
-----------------------------------------------
                0.00    0.00    2040/8156        pyrand_ [66]
                0.00    0.00    6116/8156        pymaxi_ [42]
[105]    0.0    0.00    0.00    8156         pyklim_ [105]
-----------------------------------------------
                0.00    0.00    1822/7052        artan1_ [254]
                0.00    0.00    2230/7052        luexec_ [154]
                0.00    0.00    3000/7052        artan2_ [255]
[106]    0.0    0.00    0.00    7052         luchge_ [106]
                0.00    0.00    7052/50859       lucomp_ [77]
-----------------------------------------------
                0.00    0.00    6538/6538        coales_ [17]
[107]    0.0    0.00    0.00    6538         exchge_ [107]
-----------------------------------------------
                0.00    0.00      35/5388        pertur_ [198]
                0.00    0.00      46/5388        crkphi_ [192]
                0.00    0.00     546/5388        newka_ [116]
                0.00    0.00     579/5388        crksph_ [143]
                0.00    0.00     611/5388        crkpla_ [141]
                0.00    0.00    3571/5388        relcol_ [4]
[108]    0.0    0.00    0.00    5388         distce_ [108]
-----------------------------------------------
                0.00    0.00     699/5073        resdec_ [139]
                0.00    0.00    2187/5073        artmn_ [3]
                0.00    0.00    2187/5073        hbtout_ [20]
[109]    0.0    0.00    0.00    5073         invflv_ [109]
                0.00    0.00      97/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00    4824/4824        gauss1_ [132]
[110]    0.0    0.00    0.00    4824         fnkc2_ [110]
-----------------------------------------------
                0.00    0.00       2/4202        readpa_ [288]
                0.00    0.00    4200/4202        getht_ [113]
[111]    0.0    0.00    0.00    4202         ran1_ [111]
-----------------------------------------------
                0.00    0.00    4200/4200        newmom_ [64]
[112]    0.0    0.00    0.00    4200         cropro_ [112]
-----------------------------------------------
                0.00    0.00    4200/4200        newmom_ [64]
[113]    0.0    0.00    0.00    4200         getht_ [113]
                0.00    0.00    4200/4202        ran1_ [111]
-----------------------------------------------
                0.00    0.00    4200/4200        newmom_ [64]
[114]    0.0    0.00    0.00    4200         xnormv_ [114]
-----------------------------------------------
                0.00    0.00    4200/4200        newmom_ [64]
[115]    0.0    0.00    0.00    4200         zprota_ [115]
-----------------------------------------------
                0.00    0.00    4195/4195        relcol_ [4]
[116]    0.0    0.00    0.00    4195         newka_ [116]
                0.00    0.00     546/5388        distce_ [108]
                0.00    0.00     400/400         pinsg0_ [147]
                0.00    0.00     105/142         aknsgm_ [166]
                0.00    0.00      96/148         akpsgm_ [165]
                0.00    0.00      60/70          aknel_ [187]
                0.00    0.00      52/91          akplam_ [182]
                0.00    0.00      51/61          akpel_ [190]
                0.00    0.00      36/123686      ranart_ [73]
                0.00    0.00      23/27          aknlam_ [205]
                0.00    0.00       6/6           x2kaon_ [232]
                0.00    0.00       3/3           kaonn_ [244]
-----------------------------------------------
                0.00    0.00      26/3090        hijsft_ [160]
                0.00    0.00     149/3090        attrad_ [212]
                0.00    0.00     152/3090        arorie_ [162]
                0.00    0.00     194/3090        pyremn_ [179]
                0.00    0.00     388/3090        pythia_ [46]
                0.00    0.00     593/3090        pysspa_ [48]
                0.00    0.00    1588/3090        lushow_ [148]
[117]    0.0    0.00    0.00    3090         ulangl_ [117]
-----------------------------------------------
                0.00    0.00    1402/2958        artmn_ [3]
                0.00    0.00    1556/2958        resdec_ [139]
[118]    0.0    0.00    0.00    2958         iarflv_ [118]
                0.00    0.00      12/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00      16/2692        xkkann_ [218]
                0.00    0.00    2676/2692        relcol_ [4]
[119]    0.0    0.00    0.00    2692         pipik_ [119]
-----------------------------------------------
                0.00    0.00    2676/2676        relcol_ [4]
[120]    0.0    0.00    0.00    2676         sopoe_ [120]
                0.00    0.00      54/81          xoe2op_ [184]
                0.00    0.00      27/27          xop2oe_ [206]
-----------------------------------------------
                0.00    0.00    2676/2676        relcol_ [4]
[121]    0.0    0.00    0.00    2676         sppee_ [121]
                0.00    0.00      23/32          etop_ [197]
                0.00    0.00       9/9           ptoe_ [224]
-----------------------------------------------
                0.00    0.00    2676/2676        relcol_ [4]
[122]    0.0    0.00    0.00    2676         spppe_ [122]
                0.00    0.00     401/539         petopp_ [144]
                0.00    0.00     138/138         pptope_ [167]
-----------------------------------------------
                0.00    0.00    2676/2676        relcol_ [4]
[123]    0.0    0.00    0.00    2676         spprr_ [123]
                0.00    0.00      30/31          rtop_ [200]
                0.00    0.00       1/1           ptor_ [286]
-----------------------------------------------
                0.00    0.00    2676/2676        relcol_ [4]
[124]    0.0    0.00    0.00    2676         srpre_ [124]
                0.00    0.00      64/64          rptore_ [189]
                0.00    0.00      42/106         retorp_ [173]
-----------------------------------------------
                0.00    0.00    2676/2676        relcol_ [4]
[125]    0.0    0.00    0.00    2676         srree_ [125]
                0.00    0.00      30/30          rrtoee_ [201]
-----------------------------------------------
                0.00    0.00      10/2507        fdelta_ [237]
                0.00    0.00     278/2507        xnpi_ [54]
                0.00    0.00    2219/2507        relcol_ [4]
[126]    0.0    0.00    0.00    2507         width_ [126]
-----------------------------------------------
                0.00    0.00    2432/2432        dpion_ [169]
[127]    0.0    0.00    0.00    2432         fd2_ [127]
-----------------------------------------------
                                2219             ludbrb_ [128]
                0.00    0.00       2/2316        luprep_ [149]
                0.00    0.00      97/2316        lurobo_ [177]
                0.00    0.00      97/2316        pyscat_ [181]
                0.00    0.00     216/2316        lustrf_ [172]
                0.00    0.00     330/2316        lushow_ [148]
                0.00    0.00     582/2316        pyremn_ [179]
                0.00    0.00     992/2316        pysspa_ [48]
[128]    0.0    0.00    0.00    2316+2219    ludbrb_ [128]
                                2219             ludbrb_ [128]
-----------------------------------------------
                0.00    0.00    1666/1666        dirct3_ [56]
[129]    0.0    0.00    0.00    1666         fd1_ [129]
-----------------------------------------------
                0.00    0.00    1625/1625        omg0_ [131]
[130]    0.0    0.00    0.00    1625         gauss2_ [130]
                0.00    0.00   39000/39000       bk_ [80]
-----------------------------------------------
                0.00    0.00      24/1625        fhin_ [207]
                0.00    0.00      24/1625        ftot_ [208]
                0.00    0.00      24/1625        ftotjt_ [209]
                0.00    0.00      24/1625        ftotrg_ [210]
                0.00    0.00     528/1625        fnjet_ [145]
                0.00    0.00    1001/1625        romg_ [85]
[131]    0.0    0.00    0.00    1625         omg0_ [131]
                0.00    0.00    1625/1625        gauss2_ [130]
-----------------------------------------------
                0.00    0.00       2/1441        hijwds_ [247]
                0.00    0.00      25/1441        hijcrs_ [33]
                0.00    0.00    1414/1441        hifun_ [226]
[132]    0.0    0.00    0.00    1441         gauss1_ [132]
                0.00    0.00   57792/57792       fnkick_ [76]
                0.00    0.00   50136/50136       fnstrs_ [78]
                0.00    0.00   26448/26448       fnstrm_ [83]
                0.00    0.00   25728/25728       fnstru_ [84]
                0.00    0.00   15456/15456       rwdsax_ [94]
                0.00    0.00    4824/4824        fnkc2_ [110]
                0.00    0.00     504/504         fnjet_ [145]
                0.00    0.00      24/24          ftotrg_ [210]
                0.00    0.00      24/24          ftot_ [208]
                0.00    0.00      24/24          fhin_ [207]
                0.00    0.00      24/24          ftotjt_ [209]
-----------------------------------------------
                0.00    0.00    1294/1294        relcol_ [4]
[133]    0.0    0.00    0.00    1294         ppxs_ [133]
-----------------------------------------------
