Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      24/1290        pyinre_ [241]
                0.00    0.00    1266/1290        pysigh_ [39]
[134]    0.0    0.00    0.00    1290         pywidt_ [134]
                0.00    0.00    1290/9228        ulalps_ [100]
-----------------------------------------------
                0.00    0.00     855/855         erhon_ [193]
[135]    0.0    0.00    0.00     855         fdr_ [135]
-----------------------------------------------
                0.00    0.00     268/827         hijfrg_ [153]
                0.00    0.00     268/827         hijing_ [5]
                0.00    0.00     291/827         pythia_ [46]
[136]    0.0    0.00    0.00     827         luedit_ [136]
                0.00    0.00    1402/50859       lucomp_ [77]
-----------------------------------------------
                0.00    0.00     821/821         hijsft_ [160]
[137]    0.0    0.00    0.00     821         hirnd2_ [137]
                0.00    0.00     821/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00      60/759         luexec_ [154]
                0.00    0.00     699/759         resdec_ [139]
[138]    0.0    0.00    0.00     759         ludecy_ [138]
                0.00    0.00    6250/176171      rlu_ [71]
                0.00    0.00    2463/50859       lucomp_ [77]
                0.00    0.00    1704/34249       ulmass_ [82]
-----------------------------------------------
                0.00    0.00     699/699         relcol_ [4]
[139]    0.0    0.00    0.00     699         resdec_ [139]
                0.00    0.00    1556/2958        iarflv_ [118]
                0.00    0.00     699/5073        invflv_ [109]
                0.00    0.00     699/759         ludecy_ [138]
                0.00    0.00     374/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00     629/629         ptoh_ [16]
[140]    0.0    0.00    0.00     629         resmass_ [140]
                0.00    0.00    3704/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00     611/611         relcol_ [4]
[141]    0.0    0.00    0.00     611         crkpla_ [141]
                0.00    0.00     611/5388        distce_ [108]
                0.00    0.00      22/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00     596/596         attrad_ [212]
[142]    0.0    0.00    0.00     596         atrobo_ [142]
-----------------------------------------------
                0.00    0.00     579/579         relcol_ [4]
[143]    0.0    0.00    0.00     579         crksph_ [143]
                0.00    0.00     579/5388        distce_ [108]
                0.00    0.00     108/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00     138/539         pptope_ [167]
                0.00    0.00     401/539         spppe_ [122]
[144]    0.0    0.00    0.00     539         petopp_ [144]
-----------------------------------------------
                0.00    0.00     504/504         gauss1_ [132]
[145]    0.0    0.00    0.00     504         fnjet_ [145]
                0.00    0.00     528/1625        omg0_ [131]
                0.00    0.00     504/504         sgmin_ [146]
-----------------------------------------------
                0.00    0.00     504/504         fnjet_ [145]
[146]    0.0    0.00    0.00     504         sgmin_ [146]
-----------------------------------------------
                0.00    0.00     400/400         newka_ [116]
[147]    0.0    0.00    0.00     400         pinsg0_ [147]
-----------------------------------------------
                0.00    0.00      97/373         pythia_ [46]
                0.00    0.00     276/373         pysspa_ [48]
[148]    0.0    0.00    0.00     373         lushow_ [148]
                0.00    0.00   24079/176171      rlu_ [71]
                0.00    0.00    3410/34249       ulmass_ [82]
                0.00    0.00    1588/3090        ulangl_ [117]
                0.00    0.00     330/2316        ludbrb_ [128]
-----------------------------------------------
                0.00    0.00      97/365         pythia_ [46]
                0.00    0.00     268/365         luexec_ [154]
[149]    0.0    0.00    0.00     365         luprep_ [149]
                0.00    0.00    3038/50859       lucomp_ [77]
                0.00    0.00    1356/34249       ulmass_ [82]
                0.00    0.00       6/9561        lukfdi_ [98]
                0.00    0.00       4/176171      rlu_ [71]
                0.00    0.00       2/2316        ludbrb_ [128]
-----------------------------------------------
                0.00    0.00     300/300         relcol_ [4]
[150]    0.0    0.00    0.00     300         crpp_ [150]
                0.00    0.00     672/123686      ranart_ [73]
                0.00    0.00     247/292         rotate_ [151]
                0.00    0.00      32/32          rhores_ [199]
                0.00    0.00       1/1           rpiret_ [290]
                0.00    0.00       1/1           opioet_ [282]
-----------------------------------------------
                0.00    0.00       1/292         crpd_ [263]
                0.00    0.00       1/292         crpn_ [70]
                0.00    0.00       1/292         crppba_ [264]
                0.00    0.00       2/292         pertur_ [198]
                0.00    0.00       4/292         crlaba_ [238]
                0.00    0.00       5/292         crphim_ [234]
                0.00    0.00       6/292         crrd_ [231]
                0.00    0.00       6/292         kaonn_ [244]
                0.00    0.00      19/292         crdir_ [216]
                0.00    0.00     247/292         crpp_ [150]
[151]    0.0    0.00    0.00     292         rotate_ [151]
-----------------------------------------------
                0.00    0.00      41/269         relcol_ [4]
                0.00    0.00      52/269         xn1535_ [191]
                0.00    0.00     176/269         xnpi_ [54]
[152]    0.0    0.00    0.00     269         w1535_ [152]
-----------------------------------------------
                0.00    0.00     268/268         hijing_ [5]
[153]    0.0    0.00    0.00     268         hijfrg_ [153]
                0.00    0.00     268/827         luedit_ [136]
                0.00    0.00     268/268         luexec_ [154]
                0.00    0.00      97/97          hirobo_ [176]
                0.00    0.00      97/123686      ranart_ [73]
                0.00    0.00      22/22          attrad_ [212]
-----------------------------------------------
                0.00    0.00     268/268         hijfrg_ [153]
[154]    0.0    0.00    0.00     268         luexec_ [154]
                0.00    0.00    2230/7052        luchge_ [106]
                0.00    0.00    1570/50859       lucomp_ [77]
                0.00    0.00     268/365         luprep_ [149]
                0.00    0.00     108/108         lustrf_ [172]
                0.00    0.00      60/759         ludecy_ [138]
-----------------------------------------------
                0.00    0.00     264/264         hijing_ [5]
[155]    0.0    0.00    0.00     264         hirnd_ [155]
                0.00    0.00     264/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00     261/261         hijini_ [269]
[156]    0.0    0.00    0.00     261         attflv_ [156]
                0.00    0.00     261/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00      56/258         ptr_ [204]
                0.00    0.00     202/258         tablem_ [291]
[157]    0.0    0.00    0.00     258         ptdis_ [157]
-----------------------------------------------
                0.00    0.00     194/194         pyremn_ [179]
[158]    0.0    0.00    0.00     194         pyspli_ [158]
                0.00    0.00     316/176171      rlu_ [71]
                0.00    0.00      18/9561        lukfdi_ [98]
-----------------------------------------------
                0.00    0.00      16/192         relcol_ [4]
                0.00    0.00     176/192         xnpi_ [54]
[159]    0.0    0.00    0.00     192         w1440_ [159]
-----------------------------------------------
                0.00    0.00     162/162         hijing_ [5]
[160]    0.0    0.00    0.00     162         hijsft_ [160]
                0.00    0.00     821/821         hirnd2_ [137]
                0.00    0.00     628/123686      ranart_ [73]
                0.00    0.00     210/34249       ulmass_ [82]
                0.00    0.00      26/3090        ulangl_ [117]
-----------------------------------------------
                0.00    0.00     152/152         attrad_ [212]
[161]    0.0    0.00    0.00     152         ar3jet_ [161]
                0.00    0.00    1654/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00     152/152         attrad_ [212]
[162]    0.0    0.00    0.00     152         arorie_ [162]
                0.00    0.00     152/3090        ulangl_ [117]
                0.00    0.00     152/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       2/151         xkhype_ [229]
                0.00    0.00     149/151         relcol_ [4]
[163]    0.0    0.00    0.00     151         pnlka_ [163]
-----------------------------------------------
                0.00    0.00     150/150         relcol_ [4]
[164]    0.0    0.00    0.00     150         inidcy_ [164]
-----------------------------------------------
                0.00    0.00      52/148         relcol_ [4]
                0.00    0.00      96/148         newka_ [116]
[165]    0.0    0.00    0.00     148         akpsgm_ [165]
-----------------------------------------------
                0.00    0.00      37/142         relcol_ [4]
                0.00    0.00     105/142         newka_ [116]
[166]    0.0    0.00    0.00     142         aknsgm_ [166]
-----------------------------------------------
                0.00    0.00     138/138         spppe_ [122]
[167]    0.0    0.00    0.00     138         pptope_ [167]
                0.00    0.00     138/539         petopp_ [144]
-----------------------------------------------
                0.00    0.00       5/136         xkhype_ [229]
                0.00    0.00     131/136         relcol_ [4]
[168]    0.0    0.00    0.00     136         pnska_ [168]
-----------------------------------------------
                0.00    0.00     128/128         relcol_ [4]
[169]    0.0    0.00    0.00     128         dpion_ [169]
                0.00    0.00    2432/2432        fd2_ [127]
-----------------------------------------------
                0.00    0.00     113/113         relcol_ [4]
[170]    0.0    0.00    0.00     113         pionpp_ [170]
-----------------------------------------------
                0.00    0.00     113/113         relcol_ [4]
[171]    0.0    0.00    0.00     113         pipp1_ [171]
-----------------------------------------------
                0.00    0.00     108/108         luexec_ [154]
[172]    0.0    0.00    0.00     108         lustrf_ [172]
                0.00    0.00   20225/34249       ulmass_ [82]
                0.00    0.00   18019/176171      rlu_ [71]
                0.00    0.00    9537/9561        lukfdi_ [98]
                0.00    0.00    9389/9508        luptdi_ [99]
                0.00    0.00    8294/8294        luzdis_ [104]
                0.00    0.00     664/50859       lucomp_ [77]
                0.00    0.00     216/2316        ludbrb_ [128]
-----------------------------------------------
                0.00    0.00      42/106         srpre_ [124]
                0.00    0.00      64/106         rptore_ [189]
[173]    0.0    0.00    0.00     106         retorp_ [173]
-----------------------------------------------
                0.00    0.00     105/105         relcol_ [4]
[174]    0.0    0.00    0.00     105         dirct1_ [174]
-----------------------------------------------
                0.00    0.00     101/101         relcol_ [4]
[175]    0.0    0.00    0.00     101         phimes_ [175]
-----------------------------------------------
                0.00    0.00      97/97          hijfrg_ [153]
[176]    0.0    0.00    0.00      97         hirobo_ [176]
-----------------------------------------------
                0.00    0.00      97/97          pyfram_ [178]
[177]    0.0    0.00    0.00      97         lurobo_ [177]
                0.00    0.00      97/2316        ludbrb_ [128]
-----------------------------------------------
                0.00    0.00      97/97          pythia_ [46]
[178]    0.0    0.00    0.00      97         pyfram_ [178]
                0.00    0.00      97/97          lurobo_ [177]
-----------------------------------------------
                0.00    0.00      97/97          pythia_ [46]
[179]    0.0    0.00    0.00      97         pyremn_ [179]
                0.00    0.00    2050/176171      rlu_ [71]
                0.00    0.00     582/2316        ludbrb_ [128]
                0.00    0.00     507/34249       ulmass_ [82]
                0.00    0.00     313/50859       lucomp_ [77]
                0.00    0.00     194/3090        ulangl_ [117]
                0.00    0.00     194/194         pyspli_ [158]
                0.00    0.00     119/9508        luptdi_ [99]
-----------------------------------------------
                0.00    0.00      97/97          pythia_ [46]
[180]    0.0    0.00    0.00      97         pyresd_ [180]
-----------------------------------------------
                0.00    0.00      97/97          pythia_ [46]
[181]    0.0    0.00    0.00      97         pyscat_ [181]
                0.00    0.00     388/34249       ulmass_ [82]
                0.00    0.00      97/2316        ludbrb_ [128]
                0.00    0.00      46/176171      rlu_ [71]
-----------------------------------------------
                0.00    0.00      12/91          relcol_ [4]
                0.00    0.00      27/91          aknlam_ [205]
                0.00    0.00      52/91          newka_ [116]
[182]    0.0    0.00    0.00      91         akplam_ [182]
-----------------------------------------------
                0.00    0.00      90/90          relcol_ [4]
[183]    0.0    0.00    0.00      90         dirct2_ [183]
-----------------------------------------------
                0.00    0.00      27/81          xop2oe_ [206]
                0.00    0.00      54/81          sopoe_ [120]
[184]    0.0    0.00    0.00      81         xoe2op_ [184]
-----------------------------------------------
                0.00    0.00      76/76          pertur_ [198]
[185]    0.0    0.00    0.00      76         aknpsg_ [185]
-----------------------------------------------
                0.00    0.00       4/71          pyinit_ [41]
                0.00    0.00      67/71          lugive_ [188]
[186]    0.0    0.00    0.00      71         lulist_ [186]
-----------------------------------------------
                0.00    0.00      10/70          relcol_ [4]
                0.00    0.00      60/70          newka_ [116]
[187]    0.0    0.00    0.00      70         aknel_ [187]
-----------------------------------------------
                0.00    0.00      67/67          hijset_ [34]
[188]    0.0    0.00    0.00      67         lugive_ [188]
                0.00    0.00     108/50859       lucomp_ [77]
                0.00    0.00      67/71          lulist_ [186]
-----------------------------------------------
                0.00    0.00      64/64          srpre_ [124]
[189]    0.0    0.00    0.00      64         rptore_ [189]
                0.00    0.00      64/106         retorp_ [173]
-----------------------------------------------
                0.00    0.00      10/61          relcol_ [4]
                0.00    0.00      51/61          newka_ [116]
[190]    0.0    0.00    0.00      61         akpel_ [190]
-----------------------------------------------
                0.00    0.00      52/52          relcol_ [4]
[191]    0.0    0.00    0.00      52         xn1535_ [191]
                0.00    0.00      52/269         w1535_ [152]
-----------------------------------------------
                0.00    0.00      46/46          relcol_ [4]
[192]    0.0    0.00    0.00      46         crkphi_ [192]
                0.00    0.00      46/5388        distce_ [108]
                0.00    0.00      23/23          xkksan_ [211]
                0.00    0.00      16/16          xkkann_ [218]
                0.00    0.00       7/123686      ranart_ [73]
                0.00    0.00       1/1           crkspi_ [261]
-----------------------------------------------
                0.00    0.00      45/45          relcol_ [4]
[193]    0.0    0.00    0.00      45         erhon_ [193]
                0.00    0.00     855/855         fdr_ [135]
-----------------------------------------------
                0.00    0.00       1/38          pobbar_ [284]
                0.00    0.00       1/38          prbbar_ [285]
                0.00    0.00       4/38          oobbar_ [239]
                0.00    0.00       8/38          relcol_ [4]
                0.00    0.00       8/38          rrbbar_ [225]
                0.00    0.00      16/38          robbar_ [217]
[194]    0.0    0.00    0.00      38         xppbar_ [194]
-----------------------------------------------
                0.00    0.00      36/36          relcol_ [4]
[195]    0.0    0.00    0.00      36         getnst_ [195]
-----------------------------------------------
                0.00    0.00      35/35          relcol_ [4]
[196]    0.0    0.00    0.00      35         dreson_ [196]
-----------------------------------------------
                0.00    0.00       9/32          ptoe_ [224]
                0.00    0.00      23/32          sppee_ [121]
[197]    0.0    0.00    0.00      32         etop_ [197]
-----------------------------------------------
                0.00    0.00      32/32          relcol_ [4]
[198]    0.0    0.00    0.00      32         pertur_ [198]
                0.00    0.00      76/76          aknpsg_ [185]
                0.00    0.00      35/5388        distce_ [108]
                0.00    0.00       4/123686      ranart_ [73]
                0.00    0.00       2/292         rotate_ [151]
-----------------------------------------------
                0.00    0.00      32/32          crpp_ [150]
[199]    0.0    0.00    0.00      32         rhores_ [199]
-----------------------------------------------
                0.00    0.00       1/31          ptor_ [286]
                0.00    0.00      30/31          spprr_ [123]
[200]    0.0    0.00    0.00      31         rtop_ [200]
-----------------------------------------------
                0.00    0.00      30/30          srree_ [125]
[201]    0.0    0.00    0.00      30         rrtoee_ [201]
-----------------------------------------------
                0.00    0.00      29/29          hijing_ [5]
[202]    0.0    0.00    0.00      29         hijcsc_ [202]
                0.00    0.00      29/29          hijels_ [203]
-----------------------------------------------
                0.00    0.00      29/29          hijcsc_ [202]
[203]    0.0    0.00    0.00      29         hijels_ [203]
                0.00    0.00    1315/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       1/28          crnd_ [243]
                0.00    0.00       1/28          crpd_ [263]
                0.00    0.00       1/28          crpn_ [70]
                0.00    0.00       6/28          crrd_ [231]
                0.00    0.00      19/28          crdir_ [216]
[204]    0.0    0.00    0.00      28         ptr_ [204]
                0.00    0.00      56/258         ptdis_ [157]
                0.00    0.00      28/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       4/27          relcol_ [4]
                0.00    0.00      23/27          newka_ [116]
[205]    0.0    0.00    0.00      27         aknlam_ [205]
                0.00    0.00      27/91          akplam_ [182]
-----------------------------------------------
                0.00    0.00      27/27          sopoe_ [120]
[206]    0.0    0.00    0.00      27         xop2oe_ [206]
                0.00    0.00      27/81          xoe2op_ [184]
-----------------------------------------------
                0.00    0.00      24/24          gauss1_ [132]
[207]    0.0    0.00    0.00      24         fhin_ [207]
                0.00    0.00      24/1625        omg0_ [131]
-----------------------------------------------
                0.00    0.00      24/24          gauss1_ [132]
[208]    0.0    0.00    0.00      24         ftot_ [208]
                0.00    0.00      24/1625        omg0_ [131]
-----------------------------------------------
                0.00    0.00      24/24          gauss1_ [132]
[209]    0.0    0.00    0.00      24         ftotjt_ [209]
                0.00    0.00      24/1625        omg0_ [131]
-----------------------------------------------
                0.00    0.00      24/24          gauss1_ [132]
[210]    0.0    0.00    0.00      24         ftotrg_ [210]
                0.00    0.00      24/1625        omg0_ [131]
-----------------------------------------------
                0.00    0.00      23/23          crkphi_ [192]
[211]    0.0    0.00    0.00      23         xkksan_ [211]
-----------------------------------------------
                0.00    0.00      22/22          hijfrg_ [153]
[212]    0.0    0.00    0.00      22         attrad_ [212]
                0.00    0.00     596/596         atrobo_ [142]
                0.00    0.00     152/152         ar3jet_ [161]
                0.00    0.00     152/152         arorie_ [162]
                0.00    0.00     149/3090        ulangl_ [117]
                0.00    0.00       3/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       3/21          crnd_ [243]
                0.00    0.00      18/21          xnd_ [233]
[213]    0.0    0.00    0.00      21         denom_ [213]
-----------------------------------------------
                0.00    0.00      21/21          relcol_ [4]
[214]    0.0    0.00    0.00      21         pibphi_ [214]
-----------------------------------------------
                0.00    0.00       1/20          crpn_ [70]
                0.00    0.00      19/20          reab_ [63]
[215]    0.0    0.00    0.00      20         threpi_ [215]
-----------------------------------------------
                0.00    0.00      19/19          relcol_ [4]
[216]    0.0    0.00    0.00      19         crdir_ [216]
                0.00    0.00      19/28          ptr_ [204]
                0.00    0.00      19/123686      ranart_ [73]
                0.00    0.00      19/292         rotate_ [151]
-----------------------------------------------
                0.00    0.00      16/16          relcol_ [4]
[217]    0.0    0.00    0.00      16         robbar_ [217]
                0.00    0.00      16/38          xppbar_ [194]
-----------------------------------------------
                0.00    0.00      16/16          crkphi_ [192]
[218]    0.0    0.00    0.00      16         xkkann_ [218]
                0.00    0.00      16/2692        pipik_ [119]
-----------------------------------------------
                0.00    0.00       3/15          crnd_ [243]
                0.00    0.00      12/15          xnd_ [233]
[219]    0.0    0.00    0.00      15         sigma_ [219]
-----------------------------------------------
                0.00    0.00       1/14          crpn_ [70]
                0.00    0.00      13/14          reab_ [63]
[220]    0.0    0.00    0.00      14         fourpi_ [220]
-----------------------------------------------
                0.00    0.00      12/12          sbbdm_ [223]
[221]    0.0    0.00    0.00      12         fnndpi_ [221]
-----------------------------------------------
                0.00    0.00      12/12          relcol_ [4]
[222]    0.0    0.00    0.00      12         ksreso_ [222]
-----------------------------------------------
                0.00    0.00       3/12          crnd_ [243]
                0.00    0.00       9/12          relcol_ [4]
[223]    0.0    0.00    0.00      12         sbbdm_ [223]
                0.00    0.00      22/123686      ranart_ [73]
                0.00    0.00      12/12          fnndpi_ [221]
-----------------------------------------------
                0.00    0.00       9/9           sppee_ [121]
[224]    0.0    0.00    0.00       9         ptoe_ [224]
                0.00    0.00       9/32          etop_ [197]
-----------------------------------------------
                0.00    0.00       8/8           relcol_ [4]
[225]    0.0    0.00    0.00       8         rrbbar_ [225]
                0.00    0.00       8/38          xppbar_ [194]
-----------------------------------------------
                0.00    0.00       2/7           hijwds_ [247]
                0.00    0.00       5/7           hijset_ [34]
[226]    0.0    0.00    0.00       7         hifun_ [226]
                0.00    0.00    1414/1441        gauss1_ [132]
-----------------------------------------------
                0.00    0.00       1/7           crnd_ [243]
                0.00    0.00       6/7           xnd_ [233]
[227]    0.0    0.00    0.00       7         m1535_ [227]
-----------------------------------------------
                0.00    0.00       7/7           relcol_ [4]
[228]    0.0    0.00    0.00       7         pp2_ [228]
-----------------------------------------------
                0.00    0.00       7/7           relcol_ [4]
[229]    0.0    0.00    0.00       7         xkhype_ [229]
                0.00    0.00       5/136         pnska_ [168]
                0.00    0.00       2/151         pnlka_ [163]
-----------------------------------------------
                0.00    0.00       7/7           relcol_ [4]
[230]    0.0    0.00    0.00       7         xphib_ [230]
-----------------------------------------------
                0.00    0.00       6/6           relcol_ [4]
[231]    0.0    0.00    0.00       6         crrd_ [231]
                0.00    0.00      18/123686      ranart_ [73]
                0.00    0.00       6/28          ptr_ [204]
                0.00    0.00       6/292         rotate_ [151]
-----------------------------------------------
                0.00    0.00       6/6           newka_ [116]
[232]    0.0    0.00    0.00       6         x2kaon_ [232]
-----------------------------------------------
                0.00    0.00       6/6           relcol_ [4]
[233]    0.0    0.00    0.00       6         xnd_ [233]
                0.00    0.00      18/21          denom_ [213]
                0.00    0.00      12/15          sigma_ [219]
                0.00    0.00       6/7           m1535_ [227]
                0.00    0.00       2/3           pplpk_ [245]
-----------------------------------------------
                0.00    0.00       5/5           relcol_ [4]
[234]    0.0    0.00    0.00       5         crphim_ [234]
                0.00    0.00      16/123686      ranart_ [73]
                0.00    0.00       5/292         rotate_ [151]
-----------------------------------------------
                0.00    0.00       5/5           relcol_ [4]
[235]    0.0    0.00    0.00       5         decay_ [235]
                0.00    0.00       7/123686      ranart_ [73]
                0.00    0.00       5/5           dkine_ [236]
-----------------------------------------------
                0.00    0.00       5/5           decay_ [235]
[236]    0.0    0.00    0.00       5         dkine_ [236]
                0.00    0.00      30/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       5/5           rmass_ [289]
[237]    0.0    0.00    0.00       5         fdelta_ [237]
                0.00    0.00      10/2507        width_ [126]
-----------------------------------------------
                0.00    0.00       4/4           relcol_ [4]
[238]    0.0    0.00    0.00       4         crlaba_ [238]
                0.00    0.00      12/123686      ranart_ [73]
                0.00    0.00       4/292         rotate_ [151]
-----------------------------------------------
                0.00    0.00       4/4           relcol_ [4]
[239]    0.0    0.00    0.00       4         oobbar_ [239]
                0.00    0.00       4/38          xppbar_ [194]
-----------------------------------------------
                0.00    0.00       4/4           pyinit_ [41]
[240]    0.0    0.00    0.00       4         pyinki_ [240]
                0.00    0.00       8/34249       ulmass_ [82]
-----------------------------------------------
                0.00    0.00       4/4           pyinit_ [41]
[241]    0.0    0.00    0.00       4         pyinre_ [241]
                0.00    0.00      24/1290        pywidt_ [134]
                0.00    0.00       4/9228        ulalps_ [100]
-----------------------------------------------
                0.00    0.00       4/4           pyinit_ [41]
[242]    0.0    0.00    0.00       4         pyxtot_ [242]
-----------------------------------------------
                0.00    0.00       3/3           relcol_ [4]
[243]    0.0    0.00    0.00       3         crnd_ [243]
                0.00    0.00      11/123686      ranart_ [73]
                0.00    0.00       3/12          sbbdm_ [223]
                0.00    0.00       3/21          denom_ [213]
                0.00    0.00       3/15          sigma_ [219]
                0.00    0.00       1/7           m1535_ [227]
                0.00    0.00       1/28          ptr_ [204]
-----------------------------------------------
                0.00    0.00       3/3           newka_ [116]
[244]    0.0    0.00    0.00       3         kaonn_ [244]
                0.00    0.00      11/123686      ranart_ [73]
                0.00    0.00       6/292         rotate_ [151]
-----------------------------------------------
                0.00    0.00       1/3           xddin_ [294]
                0.00    0.00       2/3           xnd_ [233]
[245]    0.0    0.00    0.00       3         pplpk_ [245]
-----------------------------------------------
                0.00    0.00       3/3           relcol_ [4]
[246]    0.0    0.00    0.00       3         xpp_ [246]
-----------------------------------------------
                0.00    0.00       2/2           hijset_ [34]
[247]    0.0    0.00    0.00       2         hijwds_ [247]
                0.00    0.00       2/1441        gauss1_ [132]
                0.00    0.00       2/7           hifun_ [226]
-----------------------------------------------
                0.00    0.00       1/2           ftime_ [58]
                0.00    0.00       1/2           ptoh_ [16]
[248]    0.0    0.00    0.00       2         index1_ [248]
-----------------------------------------------
                0.00    0.00       2/2           artmn_ [3]
[249]    0.0    0.00    0.00       2         init_ [249]
                0.00    0.00       6/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       1/1           arini1_ [252]
[250]    0.0    0.00    0.00       1         addhad_ [250]
-----------------------------------------------
                0.00    0.00       1/1           artord_ [256]
[251]    0.0    0.00    0.00       1         arindx_ [251]
-----------------------------------------------
                0.00    0.00       1/1           arini_ [253]
[252]    0.0    0.00    0.00       1         arini1_ [252]
                0.00    0.00       1/1           addhad_ [250]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[253]    0.0    0.00    0.00       1         arini_ [253]
                0.00    0.00       1/1           artord_ [256]
                0.00    0.00       1/1           arini1_ [252]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[254]    0.0    0.00    0.00       1         artan1_ [254]
                0.00    0.00    1822/7052        luchge_ [106]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[255]    0.0    0.00    0.00       1         artan2_ [255]
                0.00    0.00    3000/7052        luchge_ [106]
-----------------------------------------------
                0.00    0.00       1/1           arini_ [253]
[256]    0.0    0.00    0.00       1         artord_ [256]
                0.00    0.00       1/1           arindx_ [251]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[257]    0.0    0.00    0.00       1         artout_ [257]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[258]    0.0    0.00    0.00       1         artset_ [258]
-----------------------------------------------
                0.00    0.00       1/1           artmn_ [3]
[259]    0.0    0.00    0.00       1         coulin_ [259]
-----------------------------------------------
                0.00    0.00       1/1           relcol_ [4]
[260]    0.0    0.00    0.00       1         crkn_ [260]
                0.00    0.00       2/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       1/1           crkphi_ [192]
[261]    0.0    0.00    0.00       1         crkspi_ [261]
                0.00    0.00       2/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       1/1           relcol_ [4]
[262]    0.0    0.00    0.00       1         crlan_ [262]
                0.00    0.00       3/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       1/1           relcol_ [4]
[263]    0.0    0.00    0.00       1         crpd_ [263]
                0.00    0.00       3/123686      ranart_ [73]
                0.00    0.00       1/28          ptr_ [204]
                0.00    0.00       1/292         rotate_ [151]
-----------------------------------------------
                0.00    0.00       1/1           relcol_ [4]
[264]    0.0    0.00    0.00       1         crppba_ [264]
                0.00    0.00       4/123686      ranart_ [73]
                0.00    0.00       1/1           pbarfs_ [283]
                0.00    0.00       1/292         rotate_ [151]
-----------------------------------------------
                0.00    0.00       1/1           relcol_ [4]
[265]    0.0    0.00    0.00       1         decay2_ [265]
                0.00    0.00       1/123686      ranart_ [73]
                0.00    0.00       1/1           dkine2_ [266]
-----------------------------------------------
                0.00    0.00       1/1           decay2_ [265]
[266]    0.0    0.00    0.00       1         dkine2_ [266]
                0.00    0.00       8/123686      ranart_ [73]
-----------------------------------------------
                0.00    0.00       1/1           hijing_ [5]
[267]    0.0    0.00    0.00       1         embedhighpt_ [267]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[268]    0.0    0.00    0.00       1         getnp_ [268]
-----------------------------------------------
                0.00    0.00       1/1           hijing_ [5]
[269]    0.0    0.00    0.00       1         hijini_ [269]
                0.00    0.00     522/34249       ulmass_ [82]
                0.00    0.00     261/261         attflv_ [156]
-----------------------------------------------
                0.00    0.00       1/1           hjana2_ [59]
[270]    0.0    0.00    0.00       1         hjan2a_ [270]
-----------------------------------------------
                0.00    0.00       1/1           hjana2_ [59]
[271]    0.0    0.00    0.00       1         hjan2b_ [271]
-----------------------------------------------
                0.00    0.00       1/1           hijing_ [5]
[272]    0.0    0.00    0.00       1         hjana1_ [272]
-----------------------------------------------
                0.00    0.00       1/1           inirun_ [60]
[273]    0.0    0.00    0.00       1         iilist_ [273]
-----------------------------------------------
                0.00    0.00       1/1           inizpc_ [279]
[274]    0.0    0.00    0.00       1         inian1_ [274]
-----------------------------------------------
                0.00    0.00       1/1           inirun_ [60]
[275]    0.0    0.00    0.00       1         inian2_ [275]
-----------------------------------------------
                0.00    0.00       1/1           zpcmn_ [6]
[276]    0.0    0.00    0.00       1         inievt_ [276]
-----------------------------------------------
                0.00    0.00       1/1           inizpc_ [279]
[277]    0.0    0.00    0.00       1         inipar_ [277]
-----------------------------------------------
                0.00    0.00       1/1           inirun_ [60]
[278]    0.0    0.00    0.00       1         inirec_ [278]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[279]    0.0    0.00    0.00       1         inizpc_ [279]
                0.00    0.00       1/1           readpa_ [288]
                0.00    0.00       1/1           inian1_ [274]
                0.00    0.00       1/1           inipar_ [277]
-----------------------------------------------
                0.00    0.00       1/1           hijing_ [5]
[280]    0.0    0.00    0.00       1         minijet_out_ [280]
-----------------------------------------------
                0.00    0.00       1/1           xddin_ [294]
[281]    0.0    0.00    0.00       1         n1535_ [281]
-----------------------------------------------
                0.00    0.00       1/1           crpp_ [150]
[282]    0.0    0.00    0.00       1         opioet_ [282]
-----------------------------------------------
