 N =====>            18 NATT ====>             0
 N =====>            16 NATT ====>             0
 N =====>            16 NATT ====>             1
 N =====>            16 NATT ====>             2
 N =====>            16 NATT ====>             3
 N =====>            16 NATT ====>             4
 N =====>            16 NATT ====>             5
 N =====>            16 NATT ====>             6
 N =====>            16 NATT ====>             7
 N =====>            16 NATT ====>             8
 N =====>            16 NATT ====>             9
 N =====>            16 NATT ====>            10
 N =====>            16 NATT ====>            11
 N =====>            16 NATT ====>            12
 N =====>            16 NATT ====>            13
 N =====>            16 NATT ====>            14
 N =====>            16 NATT ====>            15
 N =====>            11 NATT ====>            16
 N =====>            11 NATT ====>            17
 N =====>            11 NATT ====>            18
 N =====>            11 NATT ====>            19
 N =====>            11 NATT ====>            20
 N =====>            11 NATT ====>            21
 N =====>            11 NATT ====>            22
 N =====>            11 NATT ====>            23
 N =====>            11 NATT ====>            24
 N =====>            11 NATT ====>            25
 N =====>            11 NATT ====>            26
 N =====>            13 NATT ====>            27
 N =====>            13 NATT ====>            28
 N =====>            13 NATT ====>            29
 N =====>            13 NATT ====>            30
 N =====>            13 NATT ====>            31
 N =====>            13 NATT ====>            32
 N =====>            13 NATT ====>            33
 N =====>            13 NATT ====>            34
 N =====>            13 NATT ====>            35
 N =====>            13 NATT ====>            36
 N =====>            13 NATT ====>            37
 N =====>            13 NATT ====>            38
 N =====>            13 NATT ====>            39
 N =====>            20 NATT ====>            40
 N =====>            20 NATT ====>            41
 N =====>            20 NATT ====>            42
 N =====>            20 NATT ====>            43
 N =====>            20 NATT ====>            44
 N =====>            20 NATT ====>            45
 N =====>            20 NATT ====>            46
 N =====>            20 NATT ====>            47
 N =====>            20 NATT ====>            48
 N =====>            20 NATT ====>            49
 N =====>            20 NATT ====>            50
 N =====>            20 NATT ====>            51
 N =====>            20 NATT ====>            52
 N =====>            20 NATT ====>            53
 N =====>            20 NATT ====>            54
 N =====>            20 NATT ====>            55
 N =====>            20 NATT ====>            56
 N =====>            20 NATT ====>            57
 N =====>            20 NATT ====>            58
 N =====>            20 NATT ====>            59
 N =====>            14 NATT ====>            60
 N =====>            14 NATT ====>            61
 N =====>            14 NATT ====>            62
 N =====>            14 NATT ====>            63
 N =====>            14 NATT ====>            64
 N =====>            14 NATT ====>            65
 N =====>            14 NATT ====>            66
 N =====>            14 NATT ====>            67
 N =====>            14 NATT ====>            68
 N =====>            14 NATT ====>            69
 N =====>            14 NATT ====>            70
 N =====>            14 NATT ====>            71
 N =====>            14 NATT ====>            72
 N =====>            14 NATT ====>            73
 N =====>            11 NATT ====>            74
 N =====>            11 NATT ====>            75
 N =====>            11 NATT ====>            76
 N =====>            11 NATT ====>            77
 N =====>            11 NATT ====>            78
 N =====>            11 NATT ====>            79
 N =====>            11 NATT ====>            80
 N =====>            11 NATT ====>            81
 N =====>            11 NATT ====>            82
 N =====>            11 NATT ====>            83
 N =====>            11 NATT ====>            84
 N =====>            28 NATT ====>            85
 N =====>            28 NATT ====>            86
 N =====>            28 NATT ====>            87
 N =====>            28 NATT ====>            88
 N =====>            28 NATT ====>            89
 N =====>            28 NATT ====>            90
 N =====>            28 NATT ====>            91
 N =====>            28 NATT ====>            92
 N =====>            28 NATT ====>            93
 N =====>            28 NATT ====>            94
 N =====>            28 NATT ====>            95
 N =====>            28 NATT ====>            96
 N =====>            28 NATT ====>            97
 N =====>            28 NATT ====>            98
 N =====>            28 NATT ====>            99
 N =====>            28 NATT ====>           100
 N =====>            28 NATT ====>           101
 N =====>            28 NATT ====>           102
 N =====>            28 NATT ====>           103
 N =====>            28 NATT ====>           104
 N =====>            28 NATT ====>           105
 N =====>            28 NATT ====>           106
 N =====>            28 NATT ====>           107
 N =====>            28 NATT ====>           108
 N =====>            28 NATT ====>           109
 N =====>            28 NATT ====>           110
 N =====>            28 NATT ====>           111
 N =====>            28 NATT ====>           112
