        -2       440         2        -2   -0.0429   -0.0233    0.1053    0.0056    0.1162   -2.4176   -0.1140   14.5967   15.1377
         3       440         1         3    0.0299    1.2685    0.9197    0.1990    1.5797   -1.0881    0.4335    2.1199    3.2848
         1       494         1         1   -0.1606   -0.1646   -0.3852    0.0099    0.4487   -1.7533   -2.8643   -0.2911    1.8468
         1       494         2         1   -0.3155    0.3855   -0.1928    0.0099    0.5343   -7.1381    2.1295   -1.0445    7.2560
         1       494         3         1   -0.2305   -0.0783    0.6772    0.0099    0.7197   -2.8053   -4.3209    4.6849    5.1131
        -2       820         2        -2    0.0682   -0.2448    0.1434    0.0056    0.2918    3.1600   -3.0605    2.1094    3.4054
        -1       820         3        -1   -0.2616   -0.4745   -0.2624    0.0099    0.6021    2.0973   -1.2987   -0.5329    1.1258
        -3       820         1        -3    0.3450   -0.3571   -0.6478    0.1990    0.8401    2.9226   -1.0315   -0.7221    1.0281
         2       510         1         2    0.7552    1.1019   -0.2455    0.0056    1.3582   -2.5806    3.6356   -0.0038    0.1023
        -2       510         2        -2    0.1055    0.5333    0.1738    0.0056    0.5707   -2.5806    3.6356   -0.0038    0.1023
         1       325         2         1    0.0731   -0.1875    0.1145    0.0099    0.2318    1.2529   -1.7512    2.0745    5.7743
         3       325         1         3   -0.1991   -0.0682   -0.5401    0.1990    0.6128   -0.6927    0.2098   -1.1208    2.8276
         1       325         3         1    0.4369    0.0677   -0.5005    0.0099    0.6679   -0.1864    2.0460   -0.0194    0.3603
         2      1072         1         2   -0.0944    0.2497    0.2196    0.0056    0.3457   -0.1870    3.1476    2.5511    3.7074
         2      1072         2         2   -0.1112    0.1589    0.0100    0.0056    0.1943   -0.5754    2.5065   -0.9328    2.4963
         2      1072         3         2    0.6006    0.0740    0.7871    0.0056    0.9929    0.2528    1.4370    0.1946    0.9033
        -2       819         2        -2    1.1412    0.4577    0.2839    0.0056    1.2619    2.7610   -0.4708    0.0252    0.1025
         3       819         1         3    0.2813    0.6691    0.2188    0.1990    0.7838    2.7610   -0.4708    0.0252    0.1025
         2       785         2         2    0.1837    0.2055    0.2124    0.0056    0.3480    0.9219   -0.1270    0.1495    1.2796
         1       785         3         1    0.0597   -0.1712    0.0317    0.0099    0.1843    1.6893   -0.4780    2.1271    2.7298
         1       785         1         1    0.2698   -0.0993   -0.0243    0.0099    0.2887    0.5263   -0.9843    0.1508    1.8643
         1       995         3         1   -0.0882    0.1394    0.2182    0.0099    0.2738   -0.6314    2.9675    1.9951    2.6207
         2       995         2         2    0.8859    0.5908   -0.6852    0.0056    1.2662   -1.1794    3.5237   -0.0527    0.1033
         2       995         1         2    0.5430    0.8198   -0.7065    0.0056    1.2109   -1.1794    3.5237   -0.0527    0.1033
        -2        12         2        -2    0.3841   -0.5053   -0.3209    0.0056    0.7113    1.0098   -1.0139   -0.4158    1.0856
         1        12         1         1    1.1134    0.1000   -0.3707    0.0099    1.1778    1.1122   -0.9170   -0.3347    1.0856
         1       238         1         1    0.1946   -0.1427   -1.0461    0.0099    1.0736   -0.2864   -1.6266   -3.5916    4.7567
        -1       238         2        -1    0.2229    0.5849   -0.1389    0.0099    0.6413   -2.0224   -0.7575    0.2225    3.0127
        -2        21         2        -2   -0.1758    0.0748    0.1987    0.0056    0.2757   -2.8417   -0.8557    2.7050    3.5927
         2        21         1         2   -0.2467   -0.1125    0.0773    0.0056    0.2820   -2.6215    0.4599   -0.4821    1.9099
         2       539         1         2   -0.2390    0.4481   -0.1203    0.0056    0.5220   -2.6207    0.4466   -1.2955    3.5954
        -2       539         2        -2    0.0605    0.0084    0.1424    0.0056    0.1551   -1.4864   -1.2855   -2.2206    3.4201
        -2       342         2        -2   -0.2473   -0.2536    0.0090    0.0056    0.3544   -2.7017    0.9758   -0.6340    2.3256
         2       342         1         2   -0.0949    0.1358   -0.0084    0.0056    0.1660   -1.8275    4.0165   -1.3023    3.2364
         1      1233         1         1   -0.8495   -0.0510   -0.2306    0.0099    0.8818   -1.3981    1.2592   -0.7994    1.9510
        -1      1233         2        -1   -1.1755    0.2800   -2.0995    0.0099    2.4225   -1.9599    0.9155   -3.2627    3.8846
         2      1003         1         2    0.2174    0.0032    0.2051    0.0056    0.2989    1.2361   -1.0062    0.0076    0.1100
        -1      1003         2        -1    1.2906   -0.0670    0.2713    0.0099    1.3205    2.0206   -0.8946   -0.0348    0.9036
        -3       773         2        -3    0.1481    0.6017   -0.2060    0.1990    0.6827   -1.5516    1.5070   -1.1139    3.5381
         2       773         1         2   -0.1304    0.0124   -0.2849    0.0056    0.3136   -2.8947   -0.2256   -0.0723    1.1573
        -1       251         1        -1   -0.5633   -0.5399   -0.3824    0.0099    0.8689   -3.8964   -4.3448   -1.2755    3.1812
        -2       251         2        -2   -0.2018   -0.3954    0.0754    0.0056    0.4503   -2.3139   -2.6002   -0.0498    0.1114
        -1       251         3        -1    0.5046   -0.4403   -0.4936    0.0099    0.8320   -1.8604   -3.5707   -1.0363    1.6484
         3       449         1         3    1.1514    0.5577    0.6532    0.1990    1.4501    0.6564   -1.8692    1.0532    2.3906
         1       449         3         1    0.2590    0.2724   -0.6121    0.0099    0.7184   -0.1951   -0.0530   -1.3854    2.6241
         2       449         2         2    0.0419   -0.2117    0.9381    0.0056    0.9627   -0.0761   -1.4568    6.3192    6.6729
        -3       970         2        -3   -0.5923   -1.6003   -0.1625    0.1990    1.7256   -3.5535   -1.7177    0.1465    1.0316
         1       970         1         1   -0.4182   -0.3849    0.6200    0.0099    0.8411   -3.2273   -0.9161    0.0623    0.1146
        -3        37         2        -3    0.2879   -0.5116    0.0918    0.1990    0.6266   -1.5869   -3.7261    0.2074    1.0239
         1        37         1         1    0.0314   -0.2674   -0.2081    0.0099    0.3405   -1.7570   -5.3084   -1.0622    2.5012
         2      1216         2         2    0.1219    0.0665   -0.1045    0.0056    0.1739    0.4884    0.9807   -0.7297    1.1915
         2      1216         3         2   -0.4236   -0.0568   -0.0794    0.0056    0.4347   -1.2451    1.2674   -0.0019    1.7598
         1      1216         1         1   -0.2944   -0.0020    0.0083    0.0099    0.2947   -1.3199    0.2634    0.5650    2.5956
        -1      1342         2        -1   -0.5434   -0.2331   -0.2745    0.0099    0.6520   -3.3699   -2.7492   -0.0007    0.3706
         2      1342         1         2   -0.5729    0.5766   -0.2627    0.0056    0.8542   -3.8849   -1.8266   -0.7298    1.5428
         2       688         2         2   -0.1297   -0.3682   -0.2994    0.0056    0.4920   -1.1033   -1.2644   -2.5100    3.4089
         2       688         1         2    0.2197   -0.1915    0.6550    0.0056    0.7170    1.7941   -0.4569    1.6318    2.7039
         1       688         3         1   -0.0042    0.0326   -0.0568    0.0099    0.0664   -0.1540   -0.3915    0.1937    1.2571
        -1        99         2        -1    0.0005    0.5493    0.2975    0.0099    0.6247   -0.2270   -0.4588    3.3282    4.7249
         1        99         1         1   -0.6919    0.4991   -0.4394    0.0099    0.9597   -2.2393   -1.5882   -0.8158    2.8655
        -2       264         2        -2    0.0454   -0.9021   -0.2897    0.0056    0.9486   -1.1285   -3.6168   -0.0327    0.1195
         2       264         1         2   -0.0717   -0.8056   -0.1972    0.0056    0.8325   -1.1285   -3.6168   -0.0327    0.1195
        -3       770         2        -3   -1.5268    0.9596    3.0810    0.1990    3.5755   -2.5755    0.8016    0.0994    0.1198
         1       770         1         1   -0.3359    0.0793    0.4107    0.0099    0.5366   -3.0177    1.3543    0.9958    1.3772
        -2       429         2        -2   -0.1828    0.5029   -0.7097    0.0056    0.8888   -0.0654   -0.8882   -0.9848    1.7656
         2       429         1         2    0.2137   -0.4957    0.4499    0.0056    0.7027   -0.4887   -1.5054    0.0668    2.0965
        -1       718         2        -1    0.1777    0.0462    0.1113    0.0099    0.2149    4.5487   -2.8809    1.1966    4.0419
         2       718         1         2    1.6596    0.3935   -0.7016    0.0056    1.8443    2.3837   -3.3162   -0.0467    0.1213
         2       341         1         2    0.4185    1.5555    3.4774    0.0056    3.8324   -1.7046    2.6710    0.9251    1.0502
        -2       341         2        -2   -0.9376    1.7576    2.9376    0.0056    3.5494   -2.1945    3.6094    2.3871    2.8226
         3       235         1         3    0.5405    0.8428    2.6490    0.1990    2.8388   -1.0865    0.1710    4.0189    5.0987
        -3       235         2        -3   -0.4373   -0.0191    0.9734    0.1990    1.0857  -14.6200   -0.4466   25.9683   29.8561
         2       965         2         2   -0.0251   -0.1501   -0.2568    0.0056    0.2986   -4.0947   -1.7821   -0.5259    1.5428
         1       965         3         1   -0.2014    0.0440   -0.2180    0.0099    0.3002  -16.9825    0.1751  -13.7445   19.9077
         2       965         1         2   -0.3782    0.7888   -0.2889    0.0056    0.9213   -3.2042   -0.7788   -0.0608    0.1227
        -1        86         2        -1    0.0428   -0.0022   -0.1197    0.0099    0.1275   -0.5387   -1.8377   -1.0734    2.2820
         2        86         1         2    0.2275    0.3053   -0.4617    0.0056    0.5984    0.2275   -1.2228   -3.5308    4.6889
         2       165         1         2   -0.8713    0.3716    0.4799    0.0056    1.0619   -0.0428    3.2970    0.0604    0.1229
        -1       165         2        -1   -0.2270    0.0182    0.0790    0.0099    0.2412   -4.4101    4.6265    2.9284    5.5144
         2       360         1         2   -0.4466    0.3177    0.9156    0.0056    1.0671   -0.8223    2.9248    2.1482    2.9828
        -2       360         2        -2    0.0438    0.0303    0.0217    0.0056    0.0578   -0.2836    1.5223    3.5746    4.1796
        -3       567         2        -3    0.6610    0.2150    0.6189    0.1990    0.9517    0.7196    0.9375    0.0726    0.1236
         2       567         1         2    1.0116   -0.7190    0.8111    0.0056    1.4826    0.7196    0.9375    0.0726    0.1236
         1      1142         1         1   -1.2666    0.0169    0.5858    0.0099    1.3957   -1.2946   -1.7923    0.9362    2.4962
        -2      1142         2        -2   -0.2279   -0.4360    0.2791    0.0056    0.5657   -1.5645   -1.4816    0.7381    3.0147
        -1       675         2        -1    0.0856   -0.5859    0.3685    0.0099    0.6975   -2.5244   -0.4205    0.0114    1.1726
         2       675         1         2   -0.0682    0.1464   -0.4755    0.0056    0.5023   -0.0325    1.0937   -5.2996    7.4586
         3        74         1         3    0.1518    0.3272    1.2398    0.1990    1.3064   -1.6161    2.5013    1.9239    2.1886
        -1        74         2        -1    0.0079    0.0589    0.5747    0.0099    0.5779   -0.6893    2.7271    2.1601    3.0397
        -1       102         2        -1   -0.1082    0.1755    0.3054    0.0099    0.3686   -2.4249   -1.5118    0.0330    3.5730
         2       102         1         2    0.2640    1.3821    0.5625    0.0056    1.5154    0.1029   -1.1241    1.2078    2.7435
         2       481         1         2   -0.7398   -0.0461   -0.4822    0.0056    0.8843   -2.2251    0.6965   -0.5056    1.1068
        -2       481         2        -2   -0.6789    0.0324   -0.2715    0.0056    0.7320   -2.8489    0.9282   -0.7417    2.1564
        -1       173         3        -1    0.1646    0.2724    0.0967    0.0099    0.3328    1.4461    5.3770    3.8105    7.1733
        -3       173         1        -3   -0.1831    0.1460    0.0059    0.1990    0.3074    0.1329    3.2529   -0.0133    0.1651
        -2       173         2        -2    0.9136   -0.5198   -0.1360    0.0056    1.0599    0.1418    3.2347   -0.0039    0.1269
         1       479         3         1    0.2536   -0.2530    0.2238    0.0099    0.4225    0.0756   -0.0698    7.6002    8.6907
         1       479         1         1   -0.0888    0.0266    0.2143    0.0099    0.2337   -1.4185    1.3412    1.2380    1.5911
         2       479         2         2   -0.2606    0.2908    1.5887    0.0056    1.6360   -0.8605    1.6512    9.0425    9.3831
         2      1102         2         2   -0.0831   -0.3262    0.3602    0.0056    0.4930   -1.7124   -3.0424    0.1813    1.4644
         2      1102         1         2    0.2332    0.2503    0.1251    0.0056    0.3643   -0.6054   -1.6671   -0.5282    2.1160
         2      1102         3         2    0.1982   -0.0114   -0.0012    0.0056    0.1986   -0.0274   -1.3347    0.0139    2.6496
        -1       745         2        -1    0.3575   -0.2496   -0.0495    0.0099    0.4390    3.5732   -2.3555    0.0002    0.1286
         2       745         1         2    0.9631   -0.5130    0.0514    0.0056    1.0925    3.5732   -2.3555    0.0002    0.1286
         1       326         1         1   -0.1297    0.2606   -0.5541    0.0099    0.6260   -0.8625    2.3330   -0.4516    0.6969
        -3       326         2        -3   -0.0230    0.2673   -0.2041    0.1990    0.3914   -0.4636    2.1712   -0.0817    0.1293
        -2      1214         2        -2    0.7389    0.3815    2.1448    0.0056    2.3004    1.0821    0.0135    2.1297    2.5802
         2      1214         1         2    0.0956   -0.2185    0.0576    0.0056    0.2454    0.8142   -0.0962    0.2658    1.1034
        -3       528         2        -3   -0.1964   -0.0931   -0.7420    0.1990    0.7984   -2.5913    0.0829   -5.6977    6.5467
         1       528         1         1    0.5424    0.6881   -1.6203    0.0099    1.8420   -0.2605    0.8814   -5.5687    7.2789
         1      1070         1         1    0.7597   -0.4890    0.2433    0.0099    0.9358    1.0106   -0.1250    0.1515    1.2796
        -1      1070         2        -1   -0.0624   -0.2151   -0.7612    0.0099    0.7935   -1.9810   -0.7479   -5.9584    7.1056
         2       281         1         2   -0.0620   -0.0968   -0.0034    0.0056    0.1151   -1.1678   -3.3985    0.0316    0.1309
        -1       281         2        -1   -0.0661   -0.0186    0.0462    0.0099    0.0833   -1.3731    0.1209    6.0487    7.4560
        -1        46         2        -1    0.1060   -0.9999    1.2163    0.0099    1.5781   -1.9348   -3.2597    0.5171    1.0160
        -1        46         1        -1   -0.0146   -0.0131    0.0124    0.0099    0.0252   -3.8815   -4.3117   -1.2636    3.1812
        -1        46         3        -1   -0.0853    0.0061    0.0543    0.0099    0.1017   -1.0108   -0.9388   -3.4211    4.5237
        -3       278         2        -3    0.0910   -0.1745   -0.3509    0.1990    0.4489   -0.9838   -3.4738   -1.3777    2.1802
         2       278         1         2   -0.4654    0.1064   -0.0092    0.0056    0.4775   -3.9166   -2.1080   -3.1264    4.5167
         2      1076         3         2   -0.3767    0.5243   -0.1770    0.0056    0.6694   -0.5318    1.6120   -0.8063    1.7546
         2      1076         2         2   -0.2021    0.2693   -0.2931    0.0056    0.4464   -2.2048    2.0662   -3.9689    5.3079
         1      1076         1         1   -0.0095    0.1023   -0.2661    0.0099    0.2854   -1.5711    1.7653   -4.1089    4.7975
        -2      1178         2        -2   -0.5631   -0.0052   -0.3492    0.0056    0.6626   -3.2487    2.1591   -0.5180    0.6800
         1      1178         1         1   -0.9275   -0.3984   -0.3589    0.0099    1.0714   -3.1879    2.1085   -0.1695    0.3956
         2       357         2         2    0.0021    0.3524   -1.6915    0.0056    1.7278   -2.7476    2.7434   -2.0356    2.3476
         1       357         1         1   -0.1080   -0.0268    0.0392    0.0099    0.1184   -2.3712    3.0503   -0.4592    1.4428
         1       357         3         1    0.1207    0.0745   -0.1207    0.0099    0.1865   -2.2732    2.7574   -0.9664    1.8088
        -3       854         2        -3    0.5501   -0.0215    0.1856    0.1990    0.6141    0.5672   -1.3371    2.0411    2.7989
         1       854         1         1    1.3175    0.1875    0.7875    0.0099    1.5464   -1.0136   -1.5218    0.0767    0.1338
         1       480         1         1    0.1830   -0.2857   -0.2300    0.0099    0.4100   -0.3260   -0.4774   -0.7628    1.8456
        -1       480         2        -1   -0.9376   -0.3562   -0.4522    0.0099    1.1002   -2.5343    0.1245   -0.3833    1.5484
         2      1228         1         2    0.6322   -0.5041   -0.8488    0.0056    1.1723    1.7221   -1.7095   -2.0878    3.7473
         1      1228         2         1   -0.1736    0.0119   -0.2617    0.0099    0.3144   -1.7915   -0.3972   -3.8265    4.9871
         1      1228         3         1    0.5231    0.5776    0.3560    0.0099    0.8568    1.0894    2.2642    0.8938    2.7284
         2       461         1         2    0.0278   -0.1886   -0.1686    0.0056    0.2546   -0.7148   -4.1024   -0.4046    0.7889
        -1       461         2        -1    0.1657   -1.2177   -0.2104    0.0099    1.2468   -0.2274   -3.8813   -0.0342    0.1348
        -1       243         2        -1   -0.1177    0.1212    0.0986    0.0099    0.1959   -2.2437   -1.7743   -0.1144    1.7413
         3       243         1         3   -0.6608    0.4234    0.1857    0.1990    0.8307   -3.1783   -1.5328    0.7625    1.5448
        -2       808         2        -2    0.0420   -0.6630   -1.2140    0.0056    1.3839    0.7553   -0.4110   -0.0876    0.1360
         3       808         1         3    0.1471   -0.0362   -0.0824    0.1990    0.2633    0.1842   -1.2679   -0.4047    2.7907
         4      1083         1         4    1.0575    0.3964   -3.5025    1.3500    3.9199    1.0252    0.8796   -1.9558    2.1591
        -3      1083         2        -3    0.4310   -0.0637   -0.1296    0.1990    0.4962    1.4156    0.7086   -1.7899    2.0159
         3       531         1         3   -1.1562   -0.0791   -1.0092    0.1990    1.5496   -3.2675   -2.6270   -0.1332    0.3728
         2       531         2         2   -0.2588   -0.0385   -0.3417    0.0056    0.4304   -6.4213   -2.1403   -4.7910    6.3840
         2       531         3         2    0.0366   -0.4048    0.6320    0.0056    0.7514   -4.0359   -2.0802    2.3727    2.9886
         1       199         2         1   -0.0573   -0.0590    1.0855    0.0099    1.0887   -2.1305    0.4251    3.7793    4.1369
         1       199         1         1   -0.3974    0.2282    0.3212    0.0099    0.5597   -1.8695    0.5580    0.1244    0.9943
         1       199         3         1    0.1198   -0.2213   -0.3824    0.0099    0.4579   -0.5272   -1.7326   -1.4718    2.7279
        -2       195         2        -2    0.0409   -0.0047   -0.1205    0.0056    0.1275   -3.0170   -1.1145    2.9407    5.2719
         1       195         1         1   -0.4556   -0.2873    0.0174    0.0099    0.5390   -3.4354   -0.5991   -0.3125    2.2164
         2       992         1         2    0.5879    0.0924    0.1225    0.0056    0.6076   -0.5634    3.6466   -0.4508    0.8316
        -1       992         2        -1    0.7911    0.2945   -0.4311    0.0099    0.9479   -1.1256    3.5042   -0.0690    0.1373
         1      1310         1         1    0.5224   -0.4237    0.2350    0.0099    0.7126    0.7881   -0.3160    0.0772    0.9453
        -1      1310         2        -1   -0.3423    0.3957   -0.6270    0.0099    0.8167   -1.1407   -0.7286   -2.7831    4.1401
         1       818         1         1    0.2109    0.1065   -0.0192    0.0099    0.2373    2.7316   -0.4320    0.0011    0.1379
         2       818         2         2    0.3077    0.9722   -0.0822    0.0056    1.0230    2.7316   -0.4320    0.0011    0.1379
         2       818         3         2    0.0093   -0.0082    0.3232    0.0056    0.3235    0.4144   -0.4009    5.7259    6.4023
         3       175         2         3   -0.2239    0.2090   -0.1287    0.1990    0.3873   -0.5748    3.7385   -0.4218    1.1152
         1       175         3         1    0.0618    0.1935   -0.0032    0.0099    0.2034    0.1857    3.4779   -0.1891    0.4223
         3       175         1         3   -0.0380    0.5559   -0.1012    0.1990    0.6003   -0.8542    2.7018    1.0832    2.3809
        -1      1192         3        -1   -0.2415   -0.2974    0.7822    0.0099    0.8711   -4.0777    0.5334    2.6696    3.2072
        -1      1192         1        -1    0.1750    0.2403    0.1487    0.0099    0.3326   -3.2757    0.4467   -0.1766    1.7568
        -2      1192         2        -2   -0.6032   -0.4816    0.2162    0.0056    0.8016   -4.4471    1.3635    0.4368    1.3235
         2        77         2         2   -0.2469    0.0963    0.2003    0.0056    0.3322    0.2006   -0.8597    0.1629    2.1336
         1        77         3         1    0.2710   -0.1983   -0.3079    0.0099    0.4557   -0.1613   -2.4330   -0.9037    1.7561
         2        77         1         2    0.3601    0.3500    0.3181    0.0056    0.5944   -1.0030   -1.6753    0.8512    2.4337
         2       109         3         2   -0.1193   -0.4073   -0.2044    0.0056    0.4711   -0.4087   -3.6645   -0.0698    0.4753
         3       109         1         3    0.7727   -0.2435    1.2541    0.1990    1.5063    0.9389   -3.7326    2.5656    3.0858
         3       109         2         3    0.2451    0.1176    0.1135    0.1990    0.3555    0.1543   -3.4589    0.2841    0.7467
        -2       816         2        -2    0.0678    0.0803    0.0106    0.0056    0.1057    2.7491   -0.5219    0.0732    0.2728
        -2       816         1        -2   -0.0302   -0.1058   -0.2503    0.0056    0.2734    2.8181   -0.7410   -0.6783    0.8705
        -1       816         3        -1    0.0190    0.0105   -0.2427    0.0099    0.2439    2.2308   -1.7745   -5.3812    6.6132
         1        24         1         1   -0.1036    0.0844   -0.1265    0.0099    0.1842   -2.6530    1.1366    0.1423    0.8862
        -2        24         2        -2    0.2703    0.6271    0.6329    0.0056    0.9310   -0.7696    1.8004    2.8180    3.6833
         2       358         1         2   -0.2007    0.1429   -0.0743    0.0056    0.2574   -1.7164    2.3352    0.0081    0.1644
        -1       358         2        -1    0.1735    1.0180    0.0500    0.0099    1.0339   -1.6529    2.4795    0.0234    0.3231
        -1       431         3        -1   -0.5291    0.4019    0.0566    0.0099    0.6669   -0.8329   -2.0584   -0.7367    1.9064
        -2       431         2        -2    0.8181   -0.3699   -1.0347    0.0056    1.3699    0.1122   -1.8967   -1.1938    1.5868
        -2       431         1        -2    0.0966   -0.0708   -0.0754    0.0056    0.1416   -2.1222   -0.9563   -3.3042    4.6043
         2       973         2         2    0.1161    0.0053    0.4575    0.0056    0.4721    0.6744   -0.8535    6.3184    8.4213
         1       973         1         1   -0.1579    0.2346   -0.0283    0.0099    0.2844   -3.8777    0.2113   -0.0593    1.6194
         2       973         3         2    0.0669   -0.0317    0.0240    0.0056    0.0780   -2.4668   -1.5956    2.1069    2.7370
         1       182         3         1   -0.2159    0.5498   -0.3262    0.0099    0.6748   -1.7286   -1.5622    0.6344    2.3098
         1       182         2         1   -0.2509    0.1608   -0.0038    0.0099    0.2982   -2.4280   -0.3718    0.7125    1.3649
         2       182         1         2   -0.1800   -0.3562    2.0654    0.0056    2.1036   -1.9325   -0.1779    1.1531    1.6598
         1        13         1         1   -0.4888   -0.2059   -0.4261    0.0099    0.6805   -0.7141   -1.1226   -0.2602    1.0445
        -1        13         2        -1   -0.0540   -0.2973   -0.1251    0.0099    0.3271   -0.3688   -2.3958   -0.9883    1.9173
         3       696         1         3   -0.3788    0.2628    0.4273    0.1990    0.6594    0.2100   -0.7077    4.2511    5.0243
        -1       696         2        -1    0.0486    0.2832    0.2286    0.0099    0.3673   -1.2776    2.3833    3.5916    6.9661
        -2       720         2        -2   -0.0033    0.0101   -0.0550    0.0056    0.0563    3.2947   -2.2190   -2.3310    3.0706
         3       720         1         3   -0.0797   -0.1100   -0.0404    0.1990    0.2443   -2.4933   -2.5697    1.1223    5.1328
         2       613         1         2   -0.0863   -0.1899    0.0037    0.0056    0.2087   -2.3167   -1.3333   -0.1255    3.5730
