 FT5(iscat) =   0.13277526129597172      iscat =           40
 FT5(iscat) =   0.15317500823357738      iscat =          180
 FT5(iscat) =   0.15624506496551749      iscat =          159
 FT5(iscat) =   0.15768125957292739      iscat =          282
 FT5(iscat) =   0.16037652759643689      iscat =          217
 FT5(iscat) =   0.16442674714720174      iscat =          254
 FT5(iscat) =   0.16514691376048668      iscat =          207
 FT5(iscat) =   0.16590370338298685      iscat =          144
 FT5(iscat) =   0.17203141892321785      iscat =          311
 FT5(iscat) =   0.17383936047417003      iscat =          146
 FT5(iscat) =   0.17419021557015979      iscat =          173
 FT5(iscat) =   0.17736476980851665      iscat =          145
 FT5(iscat) =   0.17781435265426590      iscat =          323
 FT5(iscat) =   0.18301570129384592      iscat =          306
 FT5(iscat) =   0.18362797435160477      iscat =          237
 FT5(iscat) =   0.18409361181596728      iscat =          149
 FT5(iscat) =   0.18731989717013026      iscat =          325
 FT5(iscat) =   0.19029208604311726      iscat =          305
 FT5(iscat) =   0.19259934650742100      iscat =          295
 FT5(iscat) =   0.19280396529389937      iscat =          359
 FT5(iscat) =   0.19488889700394804      iscat =          446
 FT5(iscat) =   0.19734775743324184      iscat =          268
 FT5(iscat) =   0.19787491705795976      iscat =          468
 FT5(iscat) =   0.19978265030305445      iscat =          156
 FT5(iscat) =   0.20354296379735246      iscat =           60
 FT5(iscat) =   0.20566196078372734      iscat =          369
 FT5(iscat) =   0.20655467020774476      iscat =          336
 FT5(iscat) =   0.20723848657787769      iscat =          159
 FT5(iscat) =   0.20800664658490628      iscat =          502
 FT5(iscat) =   0.20906531261538619      iscat =          516
 FT5(iscat) =   0.21039423277262342      iscat =          259
 FT5(iscat) =   0.21238161590036739      iscat =          339
 FT5(iscat) =   0.21476176655520135      iscat =          355
 FT5(iscat) =   0.21511477100348242      iscat =          516
 FT5(iscat) =   0.21782000067611076      iscat =          553
 FT5(iscat) =   0.21821922465767879      iscat =          422
 FT5(iscat) =   0.22001249261141512      iscat =          394
 FT5(iscat) =   0.22012335170093500      iscat =          488
 FT5(iscat) =   0.22046238460724285      iscat =          538
 FT5(iscat) =   0.22337590567023563      iscat =          569
 FT5(iscat) =   0.22497375514735346      iscat =          539
 FT5(iscat) =   0.22599875401861760      iscat =          554
 FT5(iscat) =   0.22619260196653593      iscat =          607
 FT5(iscat) =   0.22668090712995720      iscat =          389
 FT5(iscat) =   0.22704831555849614      iscat =          192
 FT5(iscat) =   0.22743260200748347      iscat =          427
 FT5(iscat) =   0.22817269917412741      iscat =          537
 FT5(iscat) =   0.22841015467143119      iscat =          325
 FT5(iscat) =   0.22883613280143747      iscat =          253
 FT5(iscat) =   0.22890780733340824      iscat =          539
 FT5(iscat) =   0.22978175643066617      iscat =          534
 FT5(iscat) =   0.23042394513277731      iscat =          173
 FT5(iscat) =   0.23052529546658548      iscat =          369
 FT5(iscat) =   0.23220220884205056      iscat =          469
 FT5(iscat) =   0.23271338511426753      iscat =          201
 FT5(iscat) =   0.23355632449713609      iscat =          544
 FT5(iscat) =   0.23478667814564386      iscat =          492
 FT5(iscat) =   0.23589325796749505      iscat =          507
 FT5(iscat) =   0.23606863397430827      iscat =          596
 FT5(iscat) =   0.23610436266719043      iscat =          536
 FT5(iscat) =   0.23844769808387006      iscat =          180
 FT5(iscat) =   0.23885718162611966      iscat =          469
 FT5(iscat) =   0.23890829011103495      iscat =          614
 FT5(iscat) =   0.23923130183722185      iscat =          214
 FT5(iscat) =   0.24118853869592038      iscat =          658
 FT5(iscat) =   0.24343638470790577      iscat =          634
 FT5(iscat) =   0.24511877023785461      iscat =          539
 FT5(iscat) =   0.24600084235327332      iscat =          535
 FT5(iscat) =   0.24756544300944913      iscat =          626
 FT5(iscat) =   0.24866010334007765      iscat =          319
 FT5(iscat) =   0.24875467169459514      iscat =          554
 FT5(iscat) =   0.24917878732746174      iscat =          346
 FT5(iscat) =   0.25013476621171526      iscat =          301
 FT5(iscat) =   0.25028795098953793      iscat =          636
