 t,    iscat,    jscat
  0.13277526129597172               40          36
 t,    iscat,    jscat
  0.15317500823357738              180          98
 t,    iscat,    jscat
  0.15624506496551749              159         154
 t,    iscat,    jscat
  0.15768125957292739              282         103
 t,    iscat,    jscat
  0.16037652759643689              217         204
 t,    iscat,    jscat
  0.16442674714720174              254         222
 t,    iscat,    jscat
  0.16514691376048668              207         142
 t,    iscat,    jscat
  0.16590370338298685              144           3
 t,    iscat,    jscat
  0.17203141892321785              311         241
 t,    iscat,    jscat
  0.17383936047417003              146           3
 t,    iscat,    jscat
  0.17419021557015979              173          81
 t,    iscat,    jscat
  0.17736476980851665              145           4
 t,    iscat,    jscat
  0.17781435265426590              323         158
 t,    iscat,    jscat
  0.18301570129384592              306         246
 t,    iscat,    jscat
  0.18362797435160477              237         114
 t,    iscat,    jscat
  0.18409361181596728              149         106
 t,    iscat,    jscat
  0.18731989717013026              325          51
 t,    iscat,    jscat
  0.19029208604311726              305         268
 t,    iscat,    jscat
  0.19259934650742100              295         217
 t,    iscat,    jscat
  0.19280396529389937              359          32
 t,    iscat,    jscat
  0.19488889700394804              446         214
 t,    iscat,    jscat
  0.19734775743324184              268         247
 t,    iscat,    jscat
  0.19787491705795976              468          21
 t,    iscat,    jscat
  0.19978265030305445              156          15
 t,    iscat,    jscat
  0.20354296379735246               60          42
 t,    iscat,    jscat
  0.20566196078372734              369          43
 t,    iscat,    jscat
  0.20655467020774476              336          83
 t,    iscat,    jscat
  0.20723848657787769              159         155
 t,    iscat,    jscat
  0.20800664658490628              502         173
 t,    iscat,    jscat
  0.20906531261538619              516          34
 t,    iscat,    jscat
  0.21039423277262342              259          51
 t,    iscat,    jscat
  0.21238161590036739              339         323
 t,    iscat,    jscat
  0.21476176655520135              355         234
 t,    iscat,    jscat
  0.21511477100348242              516         477
 t,    iscat,    jscat
  0.21782000067611076              553          77
 t,    iscat,    jscat
  0.21821922465767879              422         137
 t,    iscat,    jscat
  0.22001249261141512              394         311
 t,    iscat,    jscat
  0.22012335170093500              488          36
 t,    iscat,    jscat
  0.22046238460724285              538         382
 t,    iscat,    jscat
  0.22337590567023563              569         487
 t,    iscat,    jscat
  0.22497375514735346              539         483
 t,    iscat,    jscat
  0.22599875401861760              554          86
 t,    iscat,    jscat
  0.22619260196653593              607          55
 t,    iscat,    jscat
  0.22668090712995720              389         208
 t,    iscat,    jscat
  0.22704831555849614              192         101
 t,    iscat,    jscat
  0.22743260200748347              427         395
 t,    iscat,    jscat
  0.22817269917412741              537         382
 t,    iscat,    jscat
  0.22841015467143119              325          50
 t,    iscat,    jscat
  0.22883613280143747              253         127
 t,    iscat,    jscat
  0.22890780733340824              539         220
 t,    iscat,    jscat
  0.22978175643066617              534         502
 t,    iscat,    jscat
  0.23042394513277731              173          81
 t,    iscat,    jscat
  0.23052529546658548              369          44
 t,    iscat,    jscat
  0.23220220884205056              469          21
 t,    iscat,    jscat
  0.23271338511426753              201         154
 t,    iscat,    jscat
  0.23355632449713609              544         158
 t,    iscat,    jscat
  0.23478667814564386              492         347
 t,    iscat,    jscat
  0.23589325796749505              507         258
 t,    iscat,    jscat
  0.23606863397430827              596         529
 t,    iscat,    jscat
  0.23610436266719043              536         382
 t,    iscat,    jscat
  0.23844769808387006              180         158
 t,    iscat,    jscat
  0.23885718162611966              469         395
 t,    iscat,    jscat
  0.23890829011103495              614         413
 t,    iscat,    jscat
  0.23923130183722185              214         137
 t,    iscat,    jscat
  0.24118853869592038              658         393
 t,    iscat,    jscat
  0.24343638470790577              634          87
 t,    iscat,    jscat
  0.24511877023785461              539          76
 t,    iscat,    jscat
  0.24600084235327332              535         173
 t,    iscat,    jscat
  0.24756544300944913              626         358
 t,    iscat,    jscat
  0.24866010334007765              319         305
 t,    iscat,    jscat
  0.24875467169459514              554         483
 t,    iscat,    jscat
  0.24917878732746174              346         182
 t,    iscat,    jscat
  0.25013476621171526              301          77
 t,    iscat,    jscat
  0.25028795098953793              636         483
 t,    iscat,    jscat
  0.25091418866752424              673         597
 t,    iscat,    jscat
  0.25186379031494954              588         168
 t,    iscat,    jscat
  0.25195555166436068              581         195
 t,    iscat,    jscat
  0.25245579436164756              311          34
 t,    iscat,    jscat
  0.25318090462878273              338         159
 t,    iscat,    jscat
  0.25360838120106044              528         322
 t,    iscat,    jscat
  0.25367954012302196               42          18
 t,    iscat,    jscat
  0.25400740897119017              128           8
 t,    iscat,    jscat
  0.25421578028964975              497         313
 t,    iscat,    jscat
  0.25441924996513399              576         360
 t,    iscat,    jscat
  0.25474285244187406              689         480
 t,    iscat,    jscat
  0.25610407275666536              614         106
 t,    iscat,    jscat
  0.25750145025435550              702         394
 t,    iscat,    jscat
  0.25891514433607316              403         323
 t,    iscat,    jscat
  0.26008992142769727              729         573
 t,    iscat,    jscat
  0.26198336122948440              575         360
 t,    iscat,    jscat
  0.26211763592379256               44          16
 t,    iscat,    jscat
  0.26317987695655537              703         311
 t,    iscat,    jscat
  0.26349694280188407              751         539
 t,    iscat,    jscat
  0.26515829421365433              446         214
 t,    iscat,    jscat
  0.26519138942255127              690         324
 t,    iscat,    jscat
  0.26726025671583170              582         341
 t,    iscat,    jscat
  0.26864025344110326              190         101
 t,    iscat,    jscat
  0.27278082593820774              217         204
 t,    iscat,    jscat
  0.27501309523872997              663         358
 t,    iscat,    jscat
  0.27504673909470378              539         221
 t,    iscat,    jscat
  0.27641970611201599              636          77
 t,    iscat,    jscat
  0.27703623394516985              485         412
 t,    iscat,    jscat
  0.27708773501049966              522         272
 t,    iscat,    jscat
  0.27865260518797152              683         485
 t,    iscat,    jscat
  0.27894917315102902              689         285
 t,    iscat,    jscat
  0.27905116366869975              806         600
 t,    iscat,    jscat
  0.27912275105386725              798         544
 t,    iscat,    jscat
  0.27925247085846105              453         306
 t,    iscat,    jscat
  0.27946843204512584              127           8
 t,    iscat,    jscat
  0.27946863711475722              751          86
 t,    iscat,    jscat
  0.28078065759962045              629         149
 t,    iscat,    jscat
  0.28231963438198138              787         318
 t,    iscat,    jscat
  0.28352612696627022              441         394
 t,    iscat,    jscat
  0.28397026962421545              694         302
 t,    iscat,    jscat
  0.28421217251748154              253         223
 t,    iscat,    jscat
  0.28421946332697401              827         576
 t,    iscat,    jscat
  0.28452309603223624              749         353
 t,    iscat,    jscat
  0.28511411127236858              600           4
 t,    iscat,    jscat
  0.28558049181256201              259          52
 t,    iscat,    jscat
  0.28652591089111729               42          16
 t,    iscat,    jscat
  0.28658967446516109              828         361
 t,    iscat,    jscat
  0.28705551305649768               59          44
 t,    iscat,    jscat
  0.28824958391561817              149         107
 t,    iscat,    jscat
  0.28857731355008520              588          98
 t,    iscat,    jscat
  0.28884148669598048              841         102
 t,    iscat,    jscat
  0.28958639070120196              842         191
 t,    iscat,    jscat
  0.29008752709391628              338         201
 t,    iscat,    jscat
  0.29105044860906892               42          18
 t,    iscat,    jscat
  0.29287117642415428              845         414
 t,    iscat,    jscat
  0.29340845612907118              749         352
 t,    iscat,    jscat
  0.29374691768449851              429         357
 t,    iscat,    jscat
  0.29388078278834251              318         305
 t,    iscat,    jscat
  0.29467799778267512              636          76
 t,    iscat,    jscat
  0.29601424788786790              285          51
 t,    iscat,    jscat
  0.29609716480843418              608          55
 t,    iscat,    jscat
  0.29629897461844285              724         366
 t,    iscat,    jscat
  0.29848620829333161              360         316
 t,    iscat,    jscat
  0.29943536647260088              492         486
 t,    iscat,    jscat
  0.29955367330291238              554         483
 t,    iscat,    jscat
  0.30002188424138776              770          77
 t,    iscat,    jscat
  0.30028688098964729              528         154
 t,    iscat,    jscat
  0.30070567632311340              575         195
 t,    iscat,    jscat
  0.30072690386167561              543          62
 t,    iscat,    jscat
  0.30141791437191562              181         103
 t,    iscat,    jscat
  0.30199395053058009              615         568
 t,    iscat,    jscat
  0.30232888977129574              691         380
 t,    iscat,    jscat
  0.30265143133631012              862          34
 t,    iscat,    jscat
  0.30279700539100196              340          63
 t,    iscat,    jscat
  0.30291390392530548              703          34
 t,    iscat,    jscat
  0.30347270557623351              587          61
 t,    iscat,    jscat
  0.30382910734586854              874         559
 t,    iscat,    jscat
  0.30503598681728816              252         223
 t,    iscat,    jscat
  0.30572366725201450              553         539
 t,    iscat,    jscat
  0.30631385115483828              469         440
 t,    iscat,    jscat
  0.30726797274167683              370          44
 t,    iscat,    jscat
  0.30728915541780460              920         597
 t,    iscat,    jscat
  0.30737721851564970              259          51
 t,    iscat,    jscat
  0.30863754134389443              770         636
 t,    iscat,    jscat
  0.30866182915943308              190         102
 t,    iscat,    jscat
  0.30897681708101543              338         158
 t,    iscat,    jscat
  0.30982364512484090              253         252
 t,    iscat,    jscat
  0.31168995936209887              540         482
 t,    iscat,    jscat
  0.31314521758136288              842         508
 t,    iscat,    jscat
  0.31496211625301285              370          42
 t,    iscat,    jscat
  0.31537869137289692              925         385
 t,    iscat,    jscat
  0.31539706548132335              859         396
 t,    iscat,    jscat
  0.31666012418231537              940         241
 t,    iscat,    jscat
  0.31816918640304598              974         933
 t,    iscat,    jscat
  0.31826600103989799              722         357
 t,    iscat,    jscat
  0.31874324912268132              445          80
 t,    iscat,    jscat
  0.31883445439947378              636         554
 t,    iscat,    jscat
  0.32060260207510805              201         154
 t,    iscat,    jscat
  0.32103687578088191              949         782
 t,    iscat,    jscat
  0.32257314567235135              662         585
 t,    iscat,    jscat
  0.32264946574296960              962         605
 t,    iscat,    jscat
  0.32311630813752557              223           8
 t,    iscat,    jscat
  0.32470198014531948              581         576
 t,    iscat,    jscat
  0.32540118175253141              180         159
 t,    iscat,    jscat
  0.32593057446684615              896         793
 t,    iscat,    jscat
  0.32596019354595701              348         281
 t,    iscat,    jscat
  0.32679132888209056              859         243
 t,    iscat,    jscat
  0.32729636033090226              127           8
 t,    iscat,    jscat
  0.32731574002454433              810         177
 t,    iscat,    jscat
  0.32796710084827740              771         554
 t,    iscat,    jscat
  0.32980425730337248              841         101
 t,    iscat,    jscat
  0.33147991646957853              782         529
 t,    iscat,    jscat
  0.33189793685409075              708         345
 t,    iscat,    jscat
  0.33253617795799584              614         413
 t,    iscat,    jscat
  0.33314598241411614              940         916
 t,    iscat,    jscat
  0.33340402396765401              559         212
 t,    iscat,    jscat
  0.33554558355813541              568         214
 t,    iscat,    jscat
  0.33586011490220369              636          77
 t,    iscat,    jscat
  0.33686283245998860              721         220
 t,    iscat,    jscat
  0.33691676306894491              852         540
 t,    iscat,    jscat
  0.33704627859537517              721          32
 t,    iscat,    jscat
  0.33788491821449113              710         441
 t,    iscat,    jscat
  0.33958973021667510             1008         711
 t,    iscat,    jscat
  0.33998842673767560              670         498
 t,    iscat,    jscat
  0.34096732689850834              607         219
 t,    iscat,    jscat
  0.34113593947362986              925         340
 t,    iscat,    jscat
  0.34208397936266088              681         629
 t,    iscat,    jscat
  0.34213627736078617              528         154
 t,    iscat,    jscat
  0.34232941411813744              641          93
 t,    iscat,    jscat
  0.34255923852519521              554         539
 t,    iscat,    jscat
  0.34272024111504790              872         514
 t,    iscat,    jscat
  0.34281427110810131              201         155
 t,    iscat,    jscat
  0.34427054113597844              845          45
 t,    iscat,    jscat
  0.34454671164724227              841         102
 t,    iscat,    jscat
  0.34521937730389796              394         241
 t,    iscat,    jscat
  0.34547152026330069              501         135
 t,    iscat,    jscat
  0.34578905559642825              770         301
 t,    iscat,    jscat
  0.34599311035258823              673         146
 t,    iscat,    jscat
  0.34610577798420161              700         147
 t,    iscat,    jscat
  0.34683708466814434              259          52
 t,    iscat,    jscat
  0.34690021696815498              681         289
 t,    iscat,    jscat
  0.34775803636036895              807         665
 t,    iscat,    jscat
  0.34971439408324601              637         520
 t,    iscat,    jscat
  0.34977762532815843              259          51
 t,    iscat,    jscat
  0.35003096951779822              253         128
 t,    iscat,    jscat
  0.35056630439326664              444         173
 t,    iscat,    jscat
  0.35070401037628518              862         662
 t,    iscat,    jscat
  0.35075390185410771              360         177
 t,    iscat,    jscat
  0.35164378933160922              618         587
 t,    iscat,    jscat
  0.35290266977903129              886         859
 t,    iscat,    jscat
  0.35295887594857911              702         441
 t,    iscat,    jscat
  0.35314323775366196              636         554
 t,    iscat,    jscat
  0.35377167634717244              190         102
 t,    iscat,    jscat
  0.35454507819369208              852         221
 t,    iscat,    jscat
  0.35551530326348896              606         284
 t,    iscat,    jscat
  0.35589517458365433              841         101
 t,    iscat,    jscat
  0.35601491077380765              553         539
 t,    iscat,    jscat
  0.35607887538080440              933         403
 t,    iscat,    jscat
  0.35740899815256566              700         474
 t,    iscat,    jscat
  0.35816388426346057              528         158
 t,    iscat,    jscat
  0.35850848496990567              390          94
 t,    iscat,    jscat
  0.35979676377927938              249          50
 t,    iscat,    jscat
  0.36032165506003011              370          60
 t,    iscat,    jscat
  0.36069035117660753              540         520
 t,    iscat,    jscat
  0.36079080787516138              921         807
 t,    iscat,    jscat
  0.36253625151063840              836         769
 t,    iscat,    jscat
  0.36270652379178686              689         325
 t,    iscat,    jscat
  0.36348969587820085              957         347
 t,    iscat,    jscat
  0.36517618439777966             1015         145
 t,    iscat,    jscat
  0.36550133942253427              721         220
 t,    iscat,    jscat
  0.36868109945989380              876         353
 t,    iscat,    jscat
  0.37014302556940537              300         163
 t,    iscat,    jscat
  0.37033041421412793             1004         106
 t,    iscat,    jscat
  0.37059731807266416              986         697
 t,    iscat,    jscat
  0.37064307445044442              192         101
 t,    iscat,    jscat
  0.37143535622569601              760         358
 t,    iscat,    jscat
  0.37277315764842844              826         349
 t,    iscat,    jscat
  0.37281403094346027              508         190
 t,    iscat,    jscat
  0.37345858865597586             1120         459
 t,    iscat,    jscat
  0.37426522606774820              835         768
 t,    iscat,    jscat
  0.37496181837473874              788          94
 t,    iscat,    jscat
  0.37568340105891995              403         338
 t,    iscat,    jscat
  0.37711952129165149              544          98
 t,    iscat,    jscat
  0.37749513900625126              710         440
 t,    iscat,    jscat
  0.38038629450331118             1098         690
 t,    iscat,    jscat
  0.38319713669125210              958         866
