 indx, ityp, x, y, z, t, px, py, pz, e, mass       , vx, vy, vz
       215        -1   -0.4680   -3.4348    0.0244    0.1183   -0.3973    0.1819    0.3635    0.5685    0.0099   -0.5020    0.7197    0.2065
       214         1   -0.4680   -3.4348    0.0244    0.1183   -0.4761    1.0701   -0.0043    1.1713    0.0099   -0.5020    0.7197    0.2065
       510        -2   -1.1285   -3.6168   -0.0327    0.1195    0.0454   -0.9021   -0.2897    0.9486    0.0056   -0.0148   -0.9588   -0.2734
       509         2   -1.1285   -3.6168   -0.0327    0.1195   -0.0717   -0.8056   -0.1972    0.8325    0.0056   -0.0148   -0.9588   -0.2734
      1434        -3   -2.5755    0.8016    0.0994    0.1198   -1.5268    0.9596    3.0810    3.5755    0.1990   -0.4718    0.2826    0.8298
      1433         1   -2.5755    0.8016    0.0994    0.1198   -0.9645    0.5328    1.3003    1.7044    0.0099   -0.4718    0.2826    0.8298
       804        -2   -0.8132   -1.8595   -0.0533    0.1211    0.4016    0.6087   -0.6504    0.9771    0.0056    0.5772    0.6320   -0.4396
       803         2   -0.8132   -1.8595   -0.0533    0.1211    0.7619    0.6653   -0.2358    1.0386    0.0056    0.5772    0.6320   -0.4396
      1343        -1    2.3837   -3.3162   -0.0467    0.1213   -0.0496    0.0135   -0.0310    0.0608    0.0099    0.8451    0.2137   -0.3845
      1342         2    2.3837   -3.3162   -0.0467    0.1213    1.6596    0.3935   -0.7016    1.8443    0.0056    0.8451    0.2137   -0.3845
       649         2   -1.7700    2.2398    0.1055    0.1218    0.3457    2.2814    4.3373    4.9129    0.0056    0.0002    0.4820    0.8663
       650        -2   -1.7700    2.2398    0.1055    0.1218   -0.3442    0.8430    1.2776    1.5690    0.0056    0.0002    0.4820    0.8663
       450         3   -2.2583   -2.4463    0.0889    0.1226    0.8311    1.5895    1.5103    2.3532    0.1990    0.2273    0.5767    0.7248
       451        -3   -2.2583   -2.4463    0.0889    0.1226   -0.0620    0.3623    0.9425    1.0311    0.1990    0.2273    0.5767    0.7248
      1780         2   -3.2042   -0.7788   -0.0608    0.1227   -0.1792   -0.2019   -0.0936    0.2858    0.0056   -0.3316    0.5631   -0.4959
      1781         1   -3.2042   -0.7788   -0.0608    0.1227   -0.1486    0.6121   -0.6733    0.9220    0.0099   -0.3316    0.5631   -0.4959
      1779         2   -3.2042   -0.7788   -0.0608    0.1227   -0.3782    0.7888   -0.2889    0.9213    0.0056   -0.3316    0.5631   -0.4959
       188        -1   -0.4068   -3.4045   -0.0405    0.1227    0.0263    0.8449   -0.2243    0.8746    0.0099    0.0153    0.9406   -0.3301
       187         2   -0.4068   -3.4045   -0.0405    0.1227    0.0012    0.8499   -0.3704    0.9271    0.0056    0.0153    0.9406   -0.3301
       316         2   -0.0428    3.2970    0.0604    0.1229   -0.8713    0.3716    0.4799    1.0619    0.0056   -0.8153    0.2985    0.4917
       317        -1   -0.0428    3.2970    0.0604    0.1229   -0.8529    0.2596    0.5601    1.0529    0.0099   -0.8153    0.2985    0.4917
       691         2   -1.7180    2.2825    0.0221    0.1230    0.3241    0.7120   -0.1254    0.7923    0.0056    0.4223    0.8243    0.1793
       692        -2   -1.7180    2.2825    0.0221    0.1230    0.3744    0.6516    0.4220    0.8619    0.0056    0.4223    0.8243    0.1793
      1069        -3    0.7196    0.9375    0.0726    0.1236    0.6610    0.2150    0.6189    0.9517    0.1990    0.6871   -0.2070    0.5874
      1068         2    0.7196    0.9375    0.0726    0.1236    1.0116   -0.7190    0.8111    1.4826    0.0056    0.6871   -0.2070    0.5874
      2145         1    0.1778   -0.3765    0.0534    0.1238   -0.8568   -0.4587    0.4499    1.0711    0.0099   -0.7614   -0.4787    0.4312
      2146        -2    0.1778   -0.3765    0.0534    0.1238   -0.6318   -0.4772    0.3932    0.8840    0.0056   -0.7614   -0.4787    0.4312
