 indx(i)         508
 indx(i)         507
 indx(i)        2094
 indx(i)        2093
 indx(i)         466
 indx(i)         467
 indx(i)        1727
 indx(i)        1726
 indx(i)         163
 indx(i)         161
 indx(i)         162
 indx(i)        2659
 indx(i)        2660
 indx(i)        2129
 indx(i)        2128
 indx(i)         639
 indx(i)         641
 indx(i)         640
 indx(i)          65
 indx(i)          66
 indx(i)        1165
 indx(i)        1164
 indx(i)        1740
 indx(i)        1741
 indx(i)        1831
 indx(i)        1830
 indx(i)        1832
 indx(i)        2224
 indx(i)        2225
 indx(i)         366
 indx(i)         367
 indx(i)        1163
 indx(i)        1161
 indx(i)        1162
 indx(i)         825
 indx(i)         826
 indx(i)         707
 indx(i)         708
 indx(i)         812
 indx(i)         813
 indx(i)         814
 indx(i)         602
 indx(i)         601
 indx(i)         600
 indx(i)         489
 indx(i)         487
 indx(i)         488
 indx(i)         828
 indx(i)         827
 indx(i)         933
 indx(i)         934
 indx(i)         935
 indx(i)        1526
 indx(i)        1527
 indx(i)        1525
 indx(i)         965
 indx(i)         966
 indx(i)         623
 indx(i)         622
 indx(i)         624
 indx(i)        1997
 indx(i)        1998
 indx(i)        1999
 indx(i)        1524
 indx(i)        1523
 indx(i)        1456
 indx(i)        1457
 indx(i)        1455
 indx(i)        1845
 indx(i)        1844
 indx(i)        1843
 indx(i)          26
 indx(i)          25
 indx(i)         456
 indx(i)         457
 indx(i)          44
 indx(i)          43
 indx(i)        1022
 indx(i)        1023
 indx(i)         652
 indx(i)         651
 indx(i)        2339
 indx(i)        2340
 indx(i)        1855
 indx(i)        1856
 indx(i)        1440
 indx(i)        1439
 indx(i)         484
 indx(i)         485
 indx(i)         486
 indx(i)         846
 indx(i)         848
 indx(i)         847
 indx(i)        1792
 indx(i)        1791
 indx(i)          76
 indx(i)          75
 indx(i)        2302
 indx(i)        2303
 indx(i)        2301
 indx(i)        2552
 indx(i)        2551
 indx(i)        1287
 indx(i)        1286
 indx(i)        1288
 indx(i)         215
 indx(i)         214
 indx(i)         510
 indx(i)         509
 indx(i)        1434
 indx(i)        1433
 indx(i)         804
 indx(i)         803
 indx(i)        1343
 indx(i)        1342
 indx(i)         649
 indx(i)         650
 indx(i)         450
 indx(i)         451
 indx(i)        1780
 indx(i)        1781
 indx(i)        1779
 indx(i)         188
 indx(i)         187
 indx(i)         316
 indx(i)         317
 indx(i)         691
 indx(i)         692
 indx(i)        1069
 indx(i)        1068
 indx(i)        2145
 indx(i)        2146
 indx(i)        1263
 indx(i)        1262
 indx(i)         159
 indx(i)         160
 indx(i)         221
 indx(i)         220
 indx(i)         907
 indx(i)         908
 indx(i)         334
 indx(i)         332
 indx(i)         333
 indx(i)         904
 indx(i)         902
 indx(i)         903
 indx(i)        2065
 indx(i)        2064
 indx(i)        2066
 indx(i)        1388
 indx(i)        1387
 indx(i)         625
 indx(i)         626
 indx(i)        2298
 indx(i)        2297
 indx(i)         998
 indx(i)         997
 indx(i)        1993
 indx(i)        1994
 indx(i)         545
 indx(i)         546
 indx(i)          95
 indx(i)          94
 indx(i)          96
 indx(i)         538
 indx(i)         537
 indx(i)        2009
 indx(i)        2008
 indx(i)        2007
 indx(i)        2223
 indx(i)        2222
 indx(i)         685
 indx(i)         684
 indx(i)         686
 indx(i)        1564
 indx(i)        1563
 indx(i)         905
 indx(i)         906
 indx(i)        2327
 indx(i)        2328
 indx(i)        2329
 indx(i)         867
 indx(i)         868
 indx(i)         469
 indx(i)         468
 indx(i)        1499
 indx(i)        1498
 indx(i)        2022
 indx(i)        2023
 indx(i)        1004
 indx(i)        1005
 indx(i)        1006
 indx(i)         391
 indx(i)         390
 indx(i)         392
 indx(i)         383
 indx(i)         382
 indx(i)        1837
 indx(i)        1838
 indx(i)        2484
 indx(i)        2485
 indx(i)        1520
 indx(i)        1521
 indx(i)        1522
 indx(i)         338
 indx(i)         339
 indx(i)         337
 indx(i)        2255
 indx(i)        2253
 indx(i)        2254
 indx(i)         167
 indx(i)         168
 indx(i)         166
 indx(i)         238
 indx(i)         236
 indx(i)         237
 indx(i)        1516
 indx(i)        1515
 indx(i)        1517
 indx(i)          49
 indx(i)          50
 indx(i)         687
 indx(i)         688
 indx(i)         809
 indx(i)         808
 indx(i)         807
 indx(i)        1798
 indx(i)        1797
 indx(i)        1799
 indx(i)         354
 indx(i)         353
 indx(i)         352
 indx(i)          27
 indx(i)          28
 indx(i)        1304
 indx(i)        1305
 indx(i)        1347
 indx(i)        1346
 indx(i)        1154
 indx(i)        1156
 indx(i)        1155
 indx(i)        1858
 indx(i)        1859
 indx(i)        1857
 indx(i)        1801
 indx(i)        1800
 indx(i)        1802
 indx(i)        2540
 indx(i)        2539
 indx(i)         513
 indx(i)         514
 indx(i)        1737
 indx(i)        1739
 indx(i)        1738
 indx(i)        1637
 indx(i)        1636
 indx(i)        1638
 indx(i)        2547
 indx(i)        2548
 indx(i)         679
 indx(i)         680
 indx(i)        2654
 indx(i)        2653
 indx(i)        1904
 indx(i)        1903
 indx(i)          84
 indx(i)          83
 indx(i)        1795
 indx(i)        1796
 indx(i)        1001
 indx(i)        1003
 indx(i)        1002
 indx(i)         541
 indx(i)         540
 indx(i)         539
 indx(i)         500
 indx(i)         499
 indx(i)         927
 indx(i)         926
 indx(i)         925
 indx(i)        1282
 indx(i)        1281
 indx(i)        1283
 indx(i)        1876
 indx(i)        1875
 indx(i)        2260
 indx(i)        2261
 indx(i)         525
 indx(i)         526
 indx(i)        1149
 indx(i)        1150
 indx(i)          87
 indx(i)          88
 indx(i)        1528
 indx(i)        1530
 indx(i)        1529
 indx(i)         800
 indx(i)         799
 indx(i)         461
 indx(i)         462
 indx(i)        1438
 indx(i)        1437
 indx(i)        2434
 indx(i)        2435
 indx(i)        2393
 indx(i)        2392
 indx(i)        2061
 indx(i)        2060
 indx(i)        2059
 indx(i)        1168
 indx(i)        1167
 indx(i)        1166
 indx(i)        2541
 indx(i)        2542
 indx(i)         379
 indx(i)         378
 indx(i)        1772
 indx(i)        1774
 indx(i)        1773
 indx(i)          19
 indx(i)          20
 indx(i)        1609
 indx(i)        1608
 indx(i)        1886
 indx(i)        1885
 indx(i)        1728
 indx(i)        1729
 indx(i)         563
 indx(i)         562
 indx(i)         821
 indx(i)         822
 indx(i)          91
 indx(i)          89
 indx(i)          90
 indx(i)        2288
 indx(i)        2287
 indx(i)        2311
 indx(i)        2312
 indx(i)        2307
 indx(i)        2306
 indx(i)        2308
 indx(i)         706
 indx(i)         705
 indx(i)         531
 indx(i)         532
 indx(i)         199
 indx(i)         198
 indx(i)        2337
 indx(i)        2338
 indx(i)        2249
 indx(i)        2248
 indx(i)         371
 indx(i)         370
 indx(i)         372
 indx(i)           3
 indx(i)           4
 indx(i)        1913
 indx(i)        1912
 indx(i)        1911
 indx(i)         386
 indx(i)         387
 indx(i)        2436
 indx(i)        2437
 indx(i)         173
 indx(i)         175
 indx(i)         174
 indx(i)         482
 indx(i)         483
 indx(i)         620
 indx(i)         621
 indx(i)        2174
 indx(i)        2175
 indx(i)        1532
 indx(i)        1531
 indx(i)         590
 indx(i)         589
 indx(i)        2321
 indx(i)        2322
 indx(i)        1825
 indx(i)        1826
 indx(i)        1827
 indx(i)         676
 indx(i)         674
 indx(i)         675
 indx(i)        2332
 indx(i)        2333
 indx(i)        2334
 indx(i)        2258
 indx(i)        2259
 indx(i)        2462
 indx(i)        2461
 indx(i)        1696
 indx(i)        1697
 indx(i)         139
 indx(i)         140
 indx(i)         269
 indx(i)         271
 indx(i)         270
 indx(i)        1311
 indx(i)        1310
 indx(i)        2032
 indx(i)        2033
 indx(i)        2031
 indx(i)        1073
 indx(i)        1072
 indx(i)        1379
 indx(i)        1380
 indx(i)         528
 indx(i)         527
 indx(i)        2178
 indx(i)        2179
 indx(i)         216
 indx(i)         217
 indx(i)         463
 indx(i)         464
 indx(i)         465
 indx(i)         779
 indx(i)         778
 indx(i)         958
 indx(i)         960
 indx(i)         959
 indx(i)        2036
 indx(i)        2037
 indx(i)         668
 indx(i)         667
 indx(i)        1145
 indx(i)        1146
 indx(i)        1144
 indx(i)        1265
 indx(i)        1264
 indx(i)        1640
 indx(i)        1639
 indx(i)        1786
 indx(i)        1784
 indx(i)        1785
 indx(i)        2507
 indx(i)        2508
 indx(i)        2090
 indx(i)        2089
 indx(i)        2579
 indx(i)        2580
 indx(i)         900
 indx(i)         901
 indx(i)         137
 indx(i)         138
 indx(i)         196
 indx(i)         197
 indx(i)         996
 indx(i)         995
 indx(i)        2252
 indx(i)        2251
 indx(i)        2250
 indx(i)        2386
 indx(i)        2387
 indx(i)        1604
 indx(i)        1603
 indx(i)        1605
 indx(i)         361
 indx(i)         360
 indx(i)         408
 indx(i)         407
 indx(i)        1566
 indx(i)        1565
 indx(i)        1390
 indx(i)        1389
 indx(i)         677
 indx(i)         678
 indx(i)         136
 indx(i)         135
 indx(i)         772
 indx(i)         771
 indx(i)         770
 indx(i)        2078
 indx(i)        2077
 indx(i)        1733
 indx(i)        1732
 indx(i)        2235
 indx(i)        2233
 indx(i)        2234
 indx(i)          67
 indx(i)          68
 indx(i)         289
 indx(i)         290
 indx(i)         866
 indx(i)         865
 indx(i)        2067
 indx(i)        2068
 indx(i)         824
 indx(i)         823
 indx(i)         561
 indx(i)         560
 indx(i)         872
 indx(i)         871
 indx(i)         844
 indx(i)         845
 indx(i)         843
 indx(i)        2536
 indx(i)        2535
 indx(i)         806
 indx(i)         805
 indx(i)         644
 indx(i)         645
 indx(i)        1956
 indx(i)        1955
 indx(i)         673
 indx(i)         672
 indx(i)        2546
 indx(i)        2545
 indx(i)         373
 indx(i)         374
 indx(i)         381
 indx(i)         380
 indx(i)        1490
 indx(i)        1491
 indx(i)         130
 indx(i)         129
 indx(i)         529
 indx(i)         530
 indx(i)        1242
 indx(i)        1243
 indx(i)        1021
 indx(i)        1020
 indx(i)        2155
 indx(i)        2156
 indx(i)        2391
 indx(i)        2390
 indx(i)        2490
 indx(i)        2491
 indx(i)         110
 indx(i)         109
 indx(i)         516
 indx(i)         515
 indx(i)         681
 indx(i)         683
 indx(i)         682
 indx(i)         670
 indx(i)         671
 indx(i)         669
 indx(i)        1239
 indx(i)        1238
 indx(i)        1807
 indx(i)        1808
 indx(i)        2310
 indx(i)        2309
 indx(i)        1842
 indx(i)        1841
 indx(i)         801
 indx(i)         802
 indx(i)        2675
 indx(i)        2676
 indx(i)         502
 indx(i)         501
 indx(i)        1272
 indx(i)        1273
 indx(i)        2154
 indx(i)        2153
 indx(i)        2152
 indx(i)         731
 indx(i)         732
 indx(i)        1789
 indx(i)        1790
 indx(i)        1401
 indx(i)        1400
 indx(i)        1317
 indx(i)        1316
 indx(i)         787
 indx(i)         786
 indx(i)         870
 indx(i)         869
 indx(i)          98
 indx(i)          97
 indx(i)          10
 indx(i)          11
 indx(i)           9
 indx(i)        1974
 indx(i)        1975
 indx(i)        2173
 indx(i)        2172
 indx(i)         376
 indx(i)         377
 indx(i)         375
 indx(i)        1601
 indx(i)        1602
 indx(i)        1923
 indx(i)        1922
 indx(i)        1921
 indx(i)        2305
 indx(i)        2304
 indx(i)         351
 indx(i)         350
 indx(i)         430
 indx(i)         429
 indx(i)         428
 indx(i)         101
 indx(i)         100
 indx(i)          99
 indx(i)         892
 indx(i)         891
 indx(i)        2102
 indx(i)        2101
 indx(i)        1189
 indx(i)        1188
 indx(i)        2493
 indx(i)        2492
 indx(i)        2553
 indx(i)        2554
 indx(i)        1312
 indx(i)        1313
 indx(i)        2389
 indx(i)        2388
 indx(i)        1661
 indx(i)        1659
 indx(i)        1660
 indx(i)        2062
 indx(i)        2063
 indx(i)        1676
 indx(i)        1675
 indx(i)        2296
 indx(i)        2295
 indx(i)         319
 indx(i)         318
 indx(i)         985
 indx(i)         984
 indx(i)        2460
 indx(i)        2459
 indx(i)        1247
 indx(i)        1246
 indx(i)        2073
 indx(i)        2074
 indx(i)        2010
 indx(i)        2011
 indx(i)        2245
 indx(i)        2244
 indx(i)        1448
 indx(i)        1447
 indx(i)        1240
 indx(i)        1241
 indx(i)        2113
 indx(i)        2114
 indx(i)         842
 indx(i)         841
 indx(i)         504
 indx(i)         503
 indx(i)        1186
 indx(i)        1187
 indx(i)         268
 indx(i)         267
 indx(i)         186
 indx(i)         185
 indx(i)        1555
 indx(i)        1554
 indx(i)          40
 indx(i)          39
 indx(i)         365
 indx(i)         364
 indx(i)        1496
 indx(i)        1497
 indx(i)        1692
 indx(i)        1693
 indx(i)        1345
 indx(i)        1344
 indx(i)        2241
 indx(i)        2240
 indx(i)        2099
 indx(i)        2100
 indx(i)          18
 indx(i)          17
 indx(i)        2320
 indx(i)        2319
 indx(i)         942
 indx(i)         943
 indx(i)        2087
 indx(i)        2088
 indx(i)         226
 indx(i)         227
 indx(i)        1444
 indx(i)        1443
 indx(i)        2141
 indx(i)        2142
 indx(i)        2051
 indx(i)        2052
 indx(i)         223
 indx(i)         222
 indx(i)        2324
 indx(i)        2323
 indx(i)         932
 indx(i)         931
 indx(i)         930
 indx(i)         929
 indx(i)         928
 indx(i)        1823
 indx(i)        1824
 indx(i)          48
 indx(i)          47
 indx(i)         155
 indx(i)         156
 indx(i)        1656
 indx(i)        1654
 indx(i)        1655
 indx(i)         511
 indx(i)         512
 indx(i)        1147
 indx(i)        1148
 indx(i)         595
 indx(i)         596
 indx(i)         597
 indx(i)         505
 indx(i)         506
 indx(i)         147
 indx(i)         149
 indx(i)         148
 indx(i)         864
 indx(i)         863
 indx(i)         594
 indx(i)         593
 indx(i)        1253
 indx(i)        1252
 indx(i)         235
 indx(i)         234
 indx(i)         233
 indx(i)          45
 indx(i)          46
 indx(i)         180
 indx(i)         179
 indx(i)         178
 indx(i)        2056
 indx(i)        2055
 indx(i)          23
 indx(i)          24
 indx(i)           1
 indx(i)           2
 indx(i)        1996
 indx(i)        1995
 indx(i)        1091
 indx(i)        1093
 indx(i)        1092
 indx(i)         970
 indx(i)         969
 indx(i)        1234
 indx(i)        1235
 indx(i)        1157
 indx(i)        1158
 indx(i)         385
 indx(i)         384
 indx(i)        1548
 indx(i)        1549
 indx(i)         359
 indx(i)         357
 indx(i)         358
 indx(i)        1451
 indx(i)        1452
 indx(i)        2293
 indx(i)        2294
 indx(i)        1384
 indx(i)        1383
 indx(i)         859
 indx(i)         860
 indx(i)        2151
 indx(i)        2150
 indx(i)        2583
 indx(i)        2584
 indx(i)        2020
 indx(i)        2021
 indx(i)         710
 indx(i)         709
 indx(i)        2677
 indx(i)        2678
 indx(i)        2487
 indx(i)        2486
 indx(i)          55
 indx(i)          56
 indx(i)         614
 indx(i)         615
 indx(i)          14
 indx(i)          15
 indx(i)          16
