  -1.39043498           0.127161786           -4.95919609    
 -0.468638211           -4.03633976            3.56858540    
 -0.253609061           -2.47294450            1.25334907    
  0.339867920            6.64031458           -1.76779890    
   4.01012325            4.08752537            5.06980753    
  -3.25712919           -3.77256608           0.632003129    
   2.65240574            1.80411148            1.66894674    
  -3.46545696            4.54688025           -1.97352397    
   2.15480447           -2.92331648           -5.07431126    
  -4.50543022            1.28764713          -0.413134694    
  0.411794960            6.32047558           -2.33912635    
 -0.897736311           0.708513618            5.93888760    
  -4.29582262           0.703069985           0.520629644    
 -0.262203455           0.894034088            5.39209938    
  -5.66321421            3.54887843           0.250623941    
  0.789186180           -2.14333844           -2.28672457    
   6.04981899           -1.49427986            4.65112734    
  -1.44013762            3.57473922            1.95183110    
  -1.67716372            3.27520251            5.07213622E-02
  -1.44729805            3.34980559           -4.74261427    
  -4.16372633           -3.50214577            2.16589284    
   2.34809828            1.73684716           -1.05100608    
  -2.97965002            3.26030707            3.23030472    
   1.44026315           -1.84030855            4.22931767    
  -4.36870956          -0.114994608            3.18553233    
   5.87708664           -2.07564473           -3.06115842    
  -2.10524869           -2.10882115           -6.05890274    
  -1.62285864           -4.27022362            3.56072831    
   5.59208822           -2.90969443           -5.14443703E-02
  -2.73440742            5.04628134           0.778029919    
  0.576835930           -2.05870175            1.34899580    
  0.478925645           0.424204618            1.63959765    
  0.619583666           0.298407346           0.408740997    
 -0.929985881           -1.60699582            5.35103655    
  -1.77434719            6.60555077           -2.80357862    
   4.13044930           -1.80410922           -3.93609381    
   2.02972245           -4.46555710            1.35158253    
  0.830828905            1.53503764           -4.57429743    
  -5.55602884           0.767688453           -2.42852640    
   3.77538848            1.49196017           0.191294536    
   3.86837840            4.48016167          -0.100996859    
  0.310779721            5.25709391           -1.22997677    
   2.91934037            5.08888865            2.63653016    
   4.54043198           -2.81238341           -1.19069862    
  -2.09656668           -4.76937151           -1.87211215    
  -3.10911441            2.55116606            2.67827988    
   4.89259772E-02       -4.05566168           -3.07196379    
  -5.15938139           0.674168527           -1.21844828    
   6.66915178           -2.72577381            1.91950893    
  -1.88733435           -3.00890756            3.38812880E-02
   1.96579230            3.86637449            4.30619955    
   5.36147976          -0.377405316           0.598805547    
  0.168704212            1.00390756           -1.81386554    
  0.834153771            2.58744478           -3.99468899    
   2.63160086            3.34320760           -3.33827853    
   2.98958158            7.11135626          -0.978362739    
  -3.13083792            1.73253393            1.78778648    
  -4.78355598           -2.14524055          -0.627639949    
  -2.28922224          -0.319709659           -2.86350298    
  -2.26416826           -4.15867472           -3.55321908    
   3.89823094E-02        5.12463379            2.55863285    
  -2.98343325           -2.61709332           -2.75647807    
   4.93359423           -1.77398694           -2.60870767    
  -3.74294925           -4.57542372          -0.319730222    
 -0.755909026           -3.34217095           -1.66113186    
  0.900951207           -3.43894744            2.33997083    
  -2.74318385           0.352213979           -5.01606226    
  0.196076766            3.36575317           -6.36185980    
  0.547894537           -2.19999146            2.02520347    
   2.09965849           -1.44858193            2.37890458    
  -4.80700064            2.18111587            1.44161749    
  0.987383127            2.93983507           0.131384268    
 -0.706286728           0.855659246           0.917935908    
  -3.42074585            3.28842664            2.97401190    
   4.68659925           0.220590100           0.849090397    
  -4.99696541           -3.91740584           -1.02708256    
  0.863084912          -0.740113854           -1.17078602    
   2.57132959           -4.71887732           -4.59713459    
   4.03654957            3.66072559            3.65225387    
 -0.255902708            1.81907582           -4.33048439    
   3.82242966           -3.70070267            1.74752200    
   4.29256487           -1.74189460           -1.58445668    
  -2.83369756           -6.00667810          -0.786961377    
  0.799518526           -3.44959664          -0.278849900    
   1.67655683           -4.48313332            1.90624678    
  -5.09648561            1.37827289          -0.827368140    
  -1.12409294          -0.106254153            1.08800256    
  -1.10011053           -2.96642709           -4.62061310    
  -3.92014766           -1.93606150           0.817810595    
   2.32233858           -4.00670385            3.03321004    
   1.27007723            2.90229487           -3.56334329    
   4.43382120           0.554001451          -0.986961007    
  -1.94759512            1.87538898           -4.53521633    
  -3.24697351           0.190771490           -1.25972700    
  0.353210986            4.56721210            2.75211859    
  -3.42260695            2.12644911            1.72726059    
   1.41637659            2.33982897           -4.13771439    
  -5.05846977           -1.68753254            2.71521235    
  -1.57895875            6.28497887          -0.451601923    
  -2.35020399            2.35449100           0.810364723    
 -0.523553252          -0.126216501            3.76972485    
  -1.50651443           -3.54092526            2.10040879    
  -3.86745262           0.817871392            1.18923652    
 -0.558801770           -1.86902785           -1.16467154    
 -0.551289320           -1.83360612           -2.83861709    
  0.811344624          -0.979220748            1.30760193    
  0.261046946          -0.307959139           -2.81924105    
  0.425268948           -2.29144883           -1.95192409    
 -0.661985695            1.95514297            2.40320945    
  0.680467069            1.28817737            1.65916502    
  -5.32321024           -2.51704741            2.25129390    
   7.35221338           -3.81349945           0.305167586    
 -0.347248852          -0.527252197           -3.03911829    
   4.21145296           0.750788331            2.24682069    
   6.05310345            2.23531508            2.73411179    
  -2.00516486            2.68366146           -2.41198277    
   3.13202119           0.784509897           -2.36114120    
  -1.05343354            5.17349195           -6.04550131E-02
  -2.48996377           0.994967282          -0.959804237    
   3.14682770           -1.59993720          -0.392913848    
  -5.42587423           0.676683962            3.50713682    
  -3.52306437           -3.43004346            2.81135535    
  -3.37724161            4.19774914           -1.52746081    
   1.26832032            1.12514877           -4.26621884E-02
  -2.40231347           0.963057578          -0.140977517    
   4.29652739            3.48632717          -0.180763572    
   2.52671099           -3.35844851           -2.51144719    
   9.34360996E-02       -4.00978613            3.81578064    
 -0.189617828           -3.61438584           -4.18898058    
   1.94026947           -1.17426968            1.11679351    
 -0.200449660            3.77475762          -0.838695288    
   1.46688008            2.66937900           -5.00154114    
  0.665140629           -5.80362082          -0.410261661    
