       40    0.0000   -0.9171   -1.8697   -0.0276    0.0981
       40    0.0346   -0.9453   -1.8801   -0.0448    0.1328
       36    0.0346   -0.9175   -2.0225   -0.0075    0.0955
       36    0.0373   -0.9264   -2.0045    0.0219    0.1328
      180    0.0373    0.1178    0.4903   -0.0263    0.1347
      180    0.0185    0.1292    0.5007   -0.0365    0.1532
       98    0.0185    0.0208    0.6103    0.0147    0.1153
       98    0.0379    0.0257    0.6169   -0.0223    0.1532
      159    0.0379    0.4170    0.6460   -0.0658    0.1303
      159    0.0260    0.3990    0.6464   -0.0845    0.1562
      154    0.0260    0.1946    0.5004    0.0260    0.1300
      154    0.0263    0.2103    0.4912    0.0450    0.1562
      282    0.0263   -0.2382    0.2281   -0.0267    0.1537
      282    0.0040   -0.2383    0.2253   -0.0296    0.1577
      103    0.0040   -0.1282    0.1830    0.0376    0.1176
      103    0.0401   -0.1216    0.2089    0.0078    0.1577
      217    0.0401    2.7646   -0.5551   -0.0395    0.1412
      217    0.0192    2.7734   -0.5583   -0.0227    0.1604
      204    0.0192    2.7316   -0.4320    0.0011    0.1379
      204    0.0225    2.7202   -0.4443    0.0160    0.1604
      254    0.0225   -1.4488    2.3444    0.0866    0.1491
      254    0.0153   -1.4474    2.3292    0.0887    0.1644
      222    0.0153   -1.7207    2.3127    0.0091    0.1415
      222    0.0229   -1.7164    2.3352    0.0081    0.1644
      207    0.0229    0.0335    3.3088   -0.0193    0.1383
      207    0.0268    0.0241    3.3034    0.0000    0.1651
      142    0.0268    0.1418    3.2347   -0.0039    0.1269
      142    0.0382    0.1329    3.2529   -0.0133    0.1651
      144    0.0382   -1.1896    0.7511    0.0859    0.1276
      144    0.0383   -1.1662    0.7338    0.1108    0.1659
        3    0.0383   -1.0359    0.9014    0.0077    0.0552
        3    0.1107   -1.1359    0.8668    0.0385    0.1659
      311    0.1107   -2.0555    1.3182    0.0695    0.1607
      311    0.0113   -2.0558    1.3280    0.0750    0.1720
      241    0.0113   -2.1169    1.3539    0.0237    0.1473
      241    0.0248   -2.0964    1.3444    0.0135    0.1720
      146    0.0248   -1.1896    0.7511    0.0859    0.1276
      146    0.0463   -1.1656    0.7791    0.1139    0.1738
        3    0.0463   -1.1359    0.8668    0.0385    0.1659
        3    0.0079   -1.1429    0.8696    0.0376    0.1738
      173    0.0079   -1.8569    2.1755   -0.0902    0.1338
      173    0.0404   -1.8887    2.1586   -0.0720    0.1742
       81    0.0404   -1.8226    2.0926    0.0116    0.1086
       81    0.0656   -1.8295    2.0733   -0.0507    0.1742
      145    0.0656   -1.1896    0.7511    0.0859    0.1276
      145    0.0498   -1.1629    0.7735    0.1215    0.1774
        4    0.0498   -1.0359    0.9014    0.0077    0.0552
        4    0.1221   -1.1259    0.8214   -0.0029    0.1774
      323    0.1221    0.3630    0.4422    0.1169    0.1632
      323    0.0147    0.3701    0.4496    0.1273    0.1778
      158    0.0147    0.4170    0.6460   -0.0658    0.1303
      158    0.0475    0.3798    0.6187   -0.0773    0.1778
      306    0.0475   -3.0873   -1.0698    0.0297    0.1592
      306    0.0238   -3.0679   -1.0566    0.0256    0.1830
      246    0.0238   -3.1338   -0.8813   -0.0337    0.1485
      246    0.0345   -3.1620   -0.8979   -0.0445    0.1830
      237    0.0345    2.1480   -3.3317    0.0268    0.1455
      237    0.0381    2.1516   -3.3061    0.0547    0.1836
      114    0.0381    2.3837   -3.3162   -0.0467    0.1213
      114    0.0623    2.3329   -3.3024   -0.0784    0.1836
      149    0.0623   -0.5742   -3.3521    0.0202    0.1277
      149    0.0564   -0.5180   -3.3570    0.0201    0.1841
      106    0.0564   -0.4680   -3.4348    0.0244    0.1183
      106    0.0658   -0.5140   -3.4138    0.0665    0.1841
      325    0.0658   -2.6118   -3.0210   -0.1406    0.1633
      325    0.0240   -2.6161   -3.0319   -0.1615    0.1873
       51    0.0240   -2.7542   -3.1658   -0.0295    0.1016
       51    0.0858   -2.7947   -3.1036   -0.0725    0.1873
      305    0.0858   -3.0873   -1.0698    0.0297    0.1592
      305    0.0311   -3.0985   -1.0442    0.0435    0.1903
      268    0.0311   -3.0791   -0.9291   -0.0386    0.1527
      268    0.0376   -3.0708   -0.9558   -0.0637    0.1903
      295    0.0376    2.7541   -0.4450    0.0029    0.1560
      295    0.0366    2.7255   -0.4631    0.0169    0.1926
      217    0.0366    2.7734   -0.5583   -0.0227    0.1604
      217    0.0322    2.7820   -0.5553    0.0082    0.1926
      359    0.0322   -1.9815    1.0663   -0.0746    0.1705
      359    0.0223   -1.9646    1.0796   -0.0804    0.1928
       32    0.0223   -2.1006    1.3132    0.0151    0.0952
       32    0.0976   -2.1378    1.2230    0.0119    0.1928
      446    0.0976   -0.5735   -3.5510   -0.0086    0.1919
      446    0.0030   -0.5746   -3.5508   -0.0059    0.1949
      214    0.0030   -0.3509   -3.5068    0.0419    0.1409
      214    0.0540   -0.3735   -3.4954   -0.0058    0.1949
      268    0.0540   -3.0708   -0.9558   -0.0637    0.1903
      268    0.0071   -3.0693   -0.9546   -0.0705    0.1973
      247    0.0071   -3.1338   -0.8813   -0.0337    0.1485
      247    0.0489   -3.1065   -0.9214   -0.0281    0.1973
