        -321       0.247670114           0.136007905          -0.416876793           0.493600011          -0.551357388          -0.178005308           -2.45934939            4.82785892           0.705170810    
         211       0.209504396          -0.250030100           -8.15372076E-03       0.139599994           0.312600374           -2.84900761           0.237268716            4.73259401           0.354910940    
         213        1.14746916            1.48748887            12.0535707           0.885808408            1.19401515           0.119461156            9.41707134            9.57649517            12.2312117    
         213      -0.420331657          -0.201967672           -9.79180932E-02       0.727465391           -3.15637469           -2.09555101          -0.104213387            4.22374678           0.869634092    
        2212       0.277746111           -9.69720259E-02      -0.408873945           0.938300014           -8.90391618E-02       -2.46836734           -1.46039927            3.26159644            1.06495607    
         323       0.600042820           0.381865561            8.19420147           0.891642690            2.98647451           0.388187945            32.7934036            33.1210709            8.27320004    
       -2114        5.52990548E-02       -1.43127286          -0.911874473            1.33253181           -1.84848487           -5.72364664           -1.05486250            4.20175362            2.15841532    
         111       0.965059161            6.15917370E-02       0.671964526           0.135000005            11.2017050           0.126392841            8.35301208            14.2607584            1.18528223    
        -311        1.13317239          -0.244404092          -0.371350914           0.497700006            1.92717004           -1.43251956          -0.568260074            2.01239324            1.31507409    
         223       0.616887689           -3.93154509E-02        1.55010831           0.782440603            1.53392780           0.825997174            6.64499712            7.91823339            1.84313464    
         211       -8.93376246E-02      -0.107276157          -0.585118234           0.139599994          -0.156359002           -2.27116323           -5.05391788            5.51018095           0.617528021    
        -213        1.49750769          -0.405361742          -0.691637516           0.743925095            2.42347527           -1.30022275          -0.992381096            2.78509569            1.85435557    
        -211      -0.531743884           -9.69734937E-02      -0.494945437           0.139599994           -2.09416056           -1.06040585           -1.46283805            2.97343755           0.746066093    
         223        1.12725461          -0.772798240           -1.40289271           0.787818253            2.32573819           -3.51499224           -3.92511606            5.51792669            2.11108637    
         221      -0.102984600          -0.482446373           -35.6286125           0.547999620          -0.172381863           -1.97926390           -62.3316269            62.3546104            35.6362419    
         311        4.94089611E-02      -0.364771008          -0.477407694           0.497700006            9.60156918E-02       -5.55824471           -5.22985697            7.13721085           0.781743288    
         211       -1.31605506           0.133461729            1.33786476           0.139599994           -7.72326660           0.930417657            6.01997709            8.31355953            1.88657975    
         223      -0.903571904            3.83280329E-02        4.56880140           0.779932797           -4.23672724            1.73659790            13.7614489            14.0817871            4.72230387    
         323       -1.11851835          -0.369181693            3.40877604           0.882023692           -3.76943278            1.17633188            4.60020304            5.01396084            3.71282887    
        -213      -0.479630709          -0.645050883            1.49559307           0.805292010           -3.29272962           -2.01197362            4.76427126            6.02525997            1.87921000    
         223       -3.92400213E-02       -3.60632241E-02        6.71714097E-02       0.777992785           -2.78576040           0.372884244          -0.382303655            2.63203168           0.782703698    
        -313      -0.248452678          -0.300921679           0.305056006           0.857193947           -3.47319293           0.113709152           0.180498943            2.61894512           0.990011752    
         211      -0.153440163            6.55188709E-02      -0.195197240           0.139599994           -4.45648336            1.32334602           -4.99525976            6.47828102           0.292278498    
        -211      -0.355379373           -6.51186183E-02      -0.277072787           0.139599994           -3.91743112            1.09218216          -0.650832415            2.56458592           0.476227283    
        -213      -0.384574294           -7.26263449E-02        1.79257727           0.482959956           -2.70392060          -0.362178475            8.95887470            9.69658756            1.89730227    
         223       -1.64791894          -0.699520826            1.01442230           0.795260072           -7.47293901           -2.89239311            3.38980055            7.67110682            2.20600486    
         221      -0.702366054          -0.324038535           0.338020056           0.547998786           -4.10476017           0.258102059           0.965376675            2.73965549            1.00641906    
        -311      -0.100502178          -0.718395531           -4.91959000           0.497700006           -2.98685122           -5.36589050           -16.5352249            16.8364220            4.99762583    
         221       0.192400321          -0.204935268          -0.665258467           0.548002124            1.90974820           -4.75926447           -11.0642519            12.5526047           0.906582296    
         113       -1.21102726           -1.75966763           -3.19063210           0.832982659           -4.98170376           -6.50460339           -6.38772488            7.71635151            3.92899609    
         111       -8.88041332E-02      -0.581097782           -4.80396461           0.135000005           -3.10092831           -6.01453352           -25.8235111            26.0458412            4.84167957    
        -321      -0.114270583          -0.448946297           -1.74123216           0.493600011           -2.20015669           -2.87707996           -4.92728090            5.69530869            1.86819184    
